feature_id,area_px,area_nm2,equiv_diameter_nm,centroid_x_nm,centroid_y_nm,peak_z_nm,depth_nm
1,7,670.19,29.21,1035.78,315.91,-2.7448,2.7265
2,5,478.71,24.69,1095.89,322.9,-2.8746,2.8564
3,24,2297.79,54.09,1791.42,343.28,-3.2622,3.244
7,28,2680.75,58.42,3012.65,348.06,-3.1329,3.1147
13,10,957.41,34.91,2176.13,376.71,-2.7655,2.7473
15,8,765.93,31.23,2135.52,396.28,-2.6597,2.6415
17,10,957.41,34.91,3034.25,413.89,-2.7664,2.7481
18,21,2010.56,50.6,4019.2,460.81,-2.8402,2.822
19,6,574.45,27.04,4062.3,437.05,-2.665,2.6468
20,16,1531.86,44.16,4075.95,497.8,-3.0331,3.0149
21,5,478.71,24.69,669.28,491.19,-2.3427,2.3244
23,151,14456.9,135.67,642.88,597.65,-4.701,4.6828
26,69,6606.13,91.71,1524.72,773.14,-3.579,3.5607
29,121,11584.67,121.45,3832.14,976.94,-3.9524,3.9341
30,6,574.45,27.04,1436.73,991.52,-2.7789,2.7607
40,5,478.71,24.69,4696.67,1086.11,-2.9635,2.9452
41,7,670.19,29.21,4629.58,1101.48,-2.4832,2.4649
45,11,1053.15,36.62,2323.43,1129.69,-2.6943,2.6761
50,10,957.41,34.91,691.78,1207.44,-2.8469,2.8286
52,396,37913.46,219.71,2750.97,1393.86,-4.4908,4.4726
55,219,20967.29,163.39,4140.78,1336.98,-5.5045,5.4863
58,6,574.45,27.04,2883.24,1366.6,-2.3973,2.379
59,50,4787.05,78.07,1821.92,1421.33,-3.4433,3.4251
66,8,765.93,31.23,2276.17,1604.7,-2.6724,2.6542
71,10,957.41,34.91,4686.89,1717.22,-2.6214,2.6031
72,8,765.93,31.23,536.94,1724.56,-3.0079,2.9897
74,129,12350.6,125.4,1011.62,1817.15,-4.2979,4.2796
78,214,20488.59,161.51,373.37,2182.91,-4.2957,4.2775
81,28,2680.75,58.42,2496.51,2149.15,-3.2968,3.2785
84,17,1627.6,45.52,397.72,2320.71,-2.6474,2.6292
87,6,574.45,27.04,1252.45,2413.57,-2.5701,2.5518
88,149,14265.42,134.77,1834.34,2474.68,-4.7654,4.7472
92,105,10052.81,113.14,3222.16,2577.3,-4.2111,4.1929
93,6,574.45,27.04,4621.66,2521.2,-2.4984,2.4802
95,170,16275.98,143.96,4639.92,2618.4,-4.2773,4.259
98,49,4691.31,77.29,3729.58,2615.92,-3.5694,3.5511
99,7,670.19,29.21,4623.99,2718.76,-2.4691,2.4508
102,7,670.19,29.21,2906.07,2764.89,-2.7719,2.7536
107,13,1244.63,39.81,3673.79,2803.7,-2.8084,2.7902
111,6,574.45,27.04,960.53,2868.56,-2.7292,2.711
112,13,1244.63,39.81,934.07,2910.58,-3.2696,3.2514
113,84,8042.25,101.19,1316.28,2948.47,-3.7056,3.6874
114,165,15797.27,141.82,1976.4,3045.84,-4.7225,4.7042
118,128,12254.86,124.91,4019.39,3223.54,-4.0098,3.9915
121,23,2202.04,52.95,3553.56,3257.89,-3.1575,3.1392
123,29,2776.49,59.46,4300.9,3332.21,-3.1198,3.1016
124,22,2106.3,51.79,4352.87,3323.25,-3.0141,2.9958
125,11,1053.15,36.62,3538.52,3317.03,-2.9717,2.9535
126,20,1914.82,49.38,1868.88,3425.15,-2.8971,2.8789
128,6,574.45,27.04,4176.45,3436.07,-2.7947,2.7765
129,10,957.41,34.91,1823.87,3442.27,-3.0658,3.0476
132,6,574.45,27.04,1296.48,3561.64,-2.8163,2.798
135,5,478.71,24.69,4536.2,3657.53,-2.3491,2.3309
138,43,4116.87,72.4,338.82,3741.18,-3.639,3.6208
141,93,8903.92,106.47,998.15,3837.72,-4.3241,4.3059
142,29,2776.49,59.46,1071.26,3815.03,-3.173,3.1548
143,24,2297.79,54.09,2589.69,3886.99,-3.2563,3.2381
145,75,7180.58,95.62,3155.51,4035.75,-3.7901,3.7719
146,5,478.71,24.69,3097.85,4066.54,-2.3919,2.3737
147,6,574.45,27.04,3481.74,4147.1,-2.3492,2.331
150,22,2106.3,51.79,2830.46,4197.65,-3.4096,3.3914
152,7,670.19,29.21,2778.86,4183.67,-2.87,2.8517
156,139,13308.01,130.17,4428.19,4375.54,-5.0676,5.0494
160,64,6127.43,88.33,2503.52,4432.79,-3.2685,3.2502
161,5,478.71,24.69,2575.34,4432.49,-2.2945,2.2762
163,135,12925.04,128.28,1112.49,4617.6,-4.1729,4.1547
