feature_id,area_px,area_nm2,equiv_diameter_nm,centroid_x_nm,centroid_y_nm,peak_z_nm,depth_nm
1,6,574.45,27.04,2134.7,388.13,-2.5929,2.5743
6,5,478.71,24.69,3704.5,647.75,-2.6629,2.6443
9,12,1148.89,38.25,904.27,811.32,-2.5698,2.5512
10,5,478.71,24.69,2563.6,831.7,-2.6802,2.6616
11,10,957.41,34.91,419.77,924.66,-3.0686,3.05
15,9,861.67,33.12,3150.68,949.12,-2.621,2.6024
18,8,765.93,31.23,802.35,1272.02,-2.6543,2.6357
19,35,3350.94,65.32,3521.95,1464.64,-3.3066,3.288
20,7,670.19,29.21,3596.59,1488.68,-2.7245,2.7059
21,18,1723.34,46.84,1226.9,1596.0,-3.0564,3.0378
22,6,574.45,27.04,1296.48,1585.13,-2.449,2.4304
24,14,1340.37,41.31,3266.01,1730.5,-3.0496,3.031
25,19,1819.08,48.13,3331.45,1740.65,-3.2053,3.1867
27,5,478.71,24.69,410.96,1839.53,-2.6306,2.612
28,61,5840.2,86.23,2454.04,2026.88,-3.0001,2.9815
30,7,670.19,29.21,4407.32,2053.4,-2.67,2.6514
32,13,1244.63,39.81,4481.41,2067.59,-2.9297,2.9111
35,20,1914.82,49.38,4656.56,2236.3,-2.9757,2.9571
37,5,478.71,24.69,4692.76,2262.23,-2.7748,2.7562
45,28,2680.75,58.42,4308.43,2961.28,-2.9702,2.9516
46,39,3733.9,68.95,4425.71,3001.4,-3.1428,3.1242
47,10,957.41,34.91,3591.0,3012.72,-3.0115,2.993
51,10,957.41,34.91,3308.22,3165.36,-2.9085,2.8899
52,27,2585.01,57.37,3376.1,3214.1,-3.4429,3.4243
58,25,2393.53,55.2,2009.78,3824.66,-2.7608,2.7422
59,8,765.93,31.23,2095.16,3792.81,-2.738,2.7194
62,5,478.71,24.69,371.82,4207.44,-2.49,2.4714
