set_mw,measured_mw,error_mw,error_pct,wavelength_nm,timestamp
7.3,3.055378981,-4.244621019,-58.145493410958906,,2026-02-09T14:52:10.778766
7.4,3.097297206,-4.302702794,-58.14463235135135,,2026-02-09T14:52:10.778766
7.5,3.187398893,-4.312601107,-57.50134809333333,,2026-02-09T14:52:10.778766
7.6,3.232424054,-4.367575946,-57.46810455263158,,2026-02-09T14:52:10.778766
7.7,3.2771947799999994,-4.422805220000001,-57.439028831168834,,2026-02-09T14:52:10.778766
7.8,3.364749605,-4.435250395,-56.86218455128205,,2026-02-09T14:52:10.778766
7.9,3.4096730400000004,-4.49032696,-56.839581772151895,,2026-02-09T14:52:10.778766
8.0,3.448026116,-4.551973884000001,-56.89967355000001,,2026-02-09T14:52:10.778766
8.1,3.5445452189999997,-4.555454781,-56.24018248148148,,2026-02-09T14:52:10.778766
8.2,3.589010422,-4.610989578,-56.2315802195122,,2026-02-09T14:52:10.778766
8.3,3.649875987,-4.650124013000001,-56.0255905180723,,2026-02-09T14:52:10.778766
8.4,3.7231693979999996,-4.676830602000001,-55.676554785714295,,2026-02-09T14:52:10.778766
8.5,3.770079372,-4.729920628,-55.646125035294126,,2026-02-09T14:52:10.778766
8.6,3.826819266,-4.773180733999999,-55.50210155813953,,2026-02-09T14:52:10.778766
8.7,3.9004184989999997,-4.799581501,-55.167603459770106,,2026-02-09T14:52:10.778766
8.8,3.943304484,-4.856695516,-55.189721772727275,,2026-02-09T14:52:10.778766
8.9,4.006818496999999,-4.893181503000001,-54.979567449438214,,2026-02-09T14:52:10.778766
9.0,4.078023832999999,-4.921976167000001,-54.68862407777779,,2026-02-09T14:52:10.778766
9.1,4.136495524999999,-4.963504475000001,-54.544005219780225,,2026-02-09T14:52:10.778766
9.2,4.1820304010000005,-5.017969598999999,-54.54314781521739,,2026-02-09T14:52:10.778766
9.3,4.252980838000001,-5.047019162,-54.26902324731182,,2026-02-09T14:52:10.778766
9.4,4.312471112999999,-5.087528887000001,-54.12264773404256,,2026-02-09T14:52:10.778766
9.5,4.3559686740000005,-5.1440313259999995,-54.147698168421044,,2026-02-09T14:52:10.778766
9.6,4.429109164000001,-5.170890835999999,-53.86344620833332,,2026-02-09T14:52:10.778766
9.7,4.4906371290000004,-5.209362870999999,-53.704771865979374,,2026-02-09T14:52:10.778766
9.8,4.53708861,-5.262911390000001,-53.7031774489796,,2026-02-09T14:52:10.778766
9.9,4.626171151,-5.273828849,-53.27099847474748,,2026-02-09T14:52:10.778766
10.0,4.668446165,-5.331553835,-53.315538350000004,,2026-02-09T14:52:10.778766
10.5,4.9787847329999995,-5.5212152670000005,-52.58300254285715,,2026-02-09T14:52:10.778766
11.0,5.25525245,-5.74474755,-52.22497772727272,,2026-02-09T14:52:10.778766
12.0,5.855148471000001,-6.144851528999999,-51.20709607499999,,2026-02-09T14:52:10.778766
13.0,6.438491168999998,-6.561508831000002,-50.47314485384617,,2026-02-09T14:52:10.778766
14.0,7.028556849,-6.971443151,-49.79602250714286,,2026-02-09T14:52:10.778766
15.0,7.625651732,-7.374348268,-49.162321786666666,,2026-02-09T14:52:10.778766
16.0,8.104172906999999,-7.895827093000001,-49.34891933125001,,2026-02-09T14:52:10.778766
17.0,8.576683701000002,-8.423316298999998,-49.548919405882344,,2026-02-09T14:52:10.778766
18.0,9.042879285999998,-8.957120714000002,-49.761781744444455,,2026-02-09T14:52:10.778766
19.0,9.514269790999998,-9.485730209000002,-49.92489583684211,,2026-02-09T14:52:10.778766
20.0,9.977409057,-10.022590943,-50.112954715,,2026-02-09T14:52:10.778766
22.5,11.16543562,-11.33456438,-50.37584168888889,,2026-02-09T14:52:10.778766
25.0,12.346738760000001,-12.653261239999999,-50.613044959999996,,2026-02-09T14:52:10.778766
27.5,13.51444227,-13.98555773,-50.85657356363637,,2026-02-09T14:52:10.778766
30.0,14.67909023,-15.32090977,-51.06969923333333,,2026-02-09T14:52:10.778766
32.5,15.85076693,-16.64923307,-51.22840944615385,,2026-02-09T14:52:10.778766
35.0,17.02239291,-17.97760709,-51.36459168571429,,2026-02-09T14:52:10.778766
37.5,18.18092839,-19.31907161,-51.51752429333334,,2026-02-09T14:52:10.778766
40.0,19.34384443,-20.65615557,-51.640388925,,2026-02-09T14:52:10.778766
45.0,21.656382440000005,-23.343617559999995,-51.87470568888888,,2026-02-09T14:52:10.778766
50.0,23.975493560000004,-26.024506439999996,-52.04901287999999,,2026-02-09T14:52:10.778766
