filename,n_profiles,n_protrusions,avg_protrusion_width_nm,std_protrusion_width_nm,avg_protrusion_height_nm,std_protrusion_height_nm,n_holes,avg_hole_width_nm,std_hole_width_nm,avg_hole_depth_nm,std_hole_depth_nm
Si.ito.2pacz.pmma.12hr_anneal+tganneal.txt,13,6,99.65693852622927,23.87926478193742,0.5824310135171482,0.12101262373582951,7,77.79685372520052,28.210190361280997,1.1497996999968547,0.1866603633513365
Si.ito.2pacz.pmma.12hr_anneal.txt,37,5,126.62099006041908,41.08920547156473,5.419566839427458,5.991155415836398,32,60.29558218692911,16.805498392161912,1.5064576923272766,0.4685538468082939
testing.txt,6,0,,,,,6,54.9654680648876,5.997822756846794,1.4355218556460088,0.30074522849131385
