feature_id,area_px,area_nm2,equiv_diameter_nm,centroid_x_nm,centroid_y_nm,peak_z_nm,depth_nm
1,11,1053.15,36.62,3866.75,449.21,-1.9267,1.9226
7,43,4116.87,72.4,961.41,853.09,-2.0689,2.0648
10,10,957.41,34.91,1508.81,1139.92,-2.0516,2.0475
19,58,5552.98,84.08,1895.03,1732.4,-2.213,2.209
20,6,574.45,27.04,3848.66,1707.44,-2.1233,2.1192
31,5,478.71,24.69,2033.27,1864.97,-1.7147,1.7106
32,5,478.71,24.69,530.33,1864.97,-1.8761,1.872
41,27,2585.01,57.37,920.49,3714.21,-2.0802,2.0761
43,6,574.45,27.04,378.34,3714.94,-1.8804,1.8764
48,9,861.67,33.12,1757.99,3801.91,-1.825,1.821
