feature_id,area_px,area_nm2,equiv_diameter_nm,centroid_x_nm,centroid_y_nm,peak_z_nm,depth_nm
1,6,574.45,27.04,4339.53,318.0,-2.1065,2.1045
2,20,1914.82,49.38,1751.47,333.66,-3.0943,3.0923
4,36,3446.68,66.25,4510.22,609.1,-3.6565,3.6545
5,6,574.45,27.04,337.57,704.5,-2.5146,2.5126
8,21,2010.56,50.6,4084.89,738.98,-2.84,2.838
9,6,574.45,27.04,2010.76,738.75,-2.4786,2.4766
10,14,1340.37,41.31,1973.72,761.11,-2.05,2.048
15,30,2872.23,60.47,3792.24,1119.05,-2.933,2.931
17,44,4212.61,73.24,3617.46,1285.14,-3.7636,3.7616
22,33,3159.45,63.43,1904.76,1408.71,-3.309,3.307
24,28,2680.75,58.42,3264.61,1700.1,-2.7036,2.7016
27,6,574.45,27.04,3126.22,1735.16,-1.8741,1.8721
29,6,574.45,27.04,2561.97,1833.01,-2.4013,2.3993
30,42,4021.12,71.55,960.07,1921.54,-2.9342,2.9322
31,18,1723.34,46.84,1320.94,1903.13,-2.5138,2.5118
32,36,3446.68,66.25,4280.82,1957.22,-2.8036,2.8016
33,12,1148.89,38.25,2168.95,2048.27,-2.7164,2.7144
35,26,2489.27,56.3,318.38,2238.45,-3.1396,3.1376
36,8,765.93,31.23,2808.22,2284.74,-2.389,2.387
37,36,3446.68,66.25,1565.83,2367.09,-3.4021,3.4001
41,45,4308.35,74.06,2039.36,2755.38,-3.2875,3.2855
42,5,478.71,24.69,1317.03,2843.44,-2.563,2.561
43,12,1148.89,38.25,3083.82,2853.07,-2.5705,2.5685
44,23,2202.04,52.95,3608.87,2860.12,-2.8821,2.88
45,24,2297.79,54.09,809.69,2927.27,-3.2715,3.2695
46,15,1436.12,42.76,4273.97,2985.0,-2.4464,2.4444
47,14,1340.37,41.31,3507.83,3038.86,-3.1123,3.1102
51,41,3925.38,70.7,4507.42,3065.01,-3.4597,3.4576
52,41,3925.38,70.7,587.32,3081.24,-3.0546,3.0526
53,43,4116.87,72.4,1980.84,3117.92,-3.1939,3.1919
54,15,1436.12,42.76,346.38,3281.8,-2.4426,2.4406
59,6,574.45,27.04,707.76,3587.74,-2.1573,2.1552
60,30,2872.23,60.47,3334.64,3612.85,-2.7887,2.7867
61,61,5840.2,86.23,367.01,3634.31,-3.6959,3.6938
63,37,3542.42,67.16,2572.06,3735.65,-2.0654,2.0634
64,21,2010.56,50.6,2154.97,3706.09,-2.7619,2.7599
67,13,1244.63,39.81,2502.63,3751.32,-2.0225,2.0205
68,5,478.71,24.69,2614.48,3755.38,-2.0767,2.0747
70,1232,117952.98,387.53,2447.94,4069.43,-4.6756,4.6735
72,34,3255.2,64.38,2849.95,3845.4,-3.1258,3.1238
82,45,4308.35,74.06,1679.28,4160.03,-4.055,4.053
84,33,3159.45,63.43,1625.16,4186.09,-3.3371,3.3351
88,22,2106.3,51.79,587.08,4299.95,-2.9664,2.9644
89,23,2202.04,52.95,2353.87,4298.9,-2.1113,2.1093
90,9,861.67,33.12,2533.16,4296.59,-2.0526,2.0506
93,6,574.45,27.04,2550.55,4368.88,-1.922,1.9199
98,34,3255.2,64.38,1161.79,4593.93,-2.9617,2.9597
99,21,2010.56,50.6,2893.49,4617.0,-2.8571,2.8551
100,74,7084.84,94.98,731.87,4669.04,-2.5988,2.5968
101,8,765.93,31.23,1652.4,4636.74,-2.0373,2.0353
104,5,478.71,24.69,647.75,4692.76,-1.9373,1.9353
