Index	Time (s)	Raw_ADC_Code
569	-3.018240000e+00	-32768
570	-3.017920000e+00	-32768
571	-3.017600000e+00	-32768
572	-3.017280000e+00	-32768
573	-3.016960000e+00	-32768
574	-3.016640000e+00	-32768
575	-3.016320000e+00	-32768
576	-3.016000000e+00	-32768
577	-3.015680000e+00	-32768
578	-3.015360000e+00	-32768
579	-3.015040000e+00	-32768
580	-3.014720000e+00	-32768
581	-3.014400000e+00	-32768
582	-3.014080000e+00	-32768
583	-3.013760000e+00	-32768
584	-3.013440000e+00	-32768
585	-3.013120000e+00	-32768
586	-3.012800000e+00	-32768
587	-3.012480000e+00	-32768
588	-3.012160000e+00	-32768
589	-3.011840000e+00	-32768
590	-3.011520000e+00	-32768
591	-3.011200000e+00	-32768
592	-3.010880000e+00	-32768
593	-3.010560000e+00	-32768
594	-3.010240000e+00	-32768
595	-3.009920000e+00	-32768
596	-3.009600000e+00	-32768
597	-3.009280000e+00	-32768
598	-3.008960000e+00	-32768
599	-3.008640000e+00	-32768
600	-3.008320000e+00	-32768
601	-3.008000000e+00	-32768
602	-3.007680000e+00	-32768
603	-3.007360000e+00	-32768
604	-3.007040000e+00	-32768
605	-3.006720000e+00	-32768
606	-3.006400000e+00	-32768
607	-3.006080000e+00	-32768
608	-3.005760000e+00	-32768
609	-3.005440000e+00	-32768
610	-3.005120000e+00	-32768
611	-3.004800000e+00	-32768
612	-3.004480000e+00	-32768
613	-3.004160000e+00	-32768
614	-3.003840000e+00	-32768
615	-3.003520000e+00	-32768
616	-3.003200000e+00	-32768
617	-3.002880000e+00	-32768
618	-3.002560000e+00	-32768
619	-3.002240000e+00	-32768
620	-3.001920000e+00	-32768
621	-3.001600000e+00	-32768
622	-3.001280000e+00	-32768
623	-3.000960000e+00	-32768
624	-3.000640000e+00	-32768
625	-3.000320000e+00	-32768
626	-3.000000000e+00	-32768
627	-2.999680000e+00	-32768
628	-2.999360000e+00	-32768
629	-2.999040000e+00	-32768
630	-2.998720000e+00	-32768
631	-2.998400000e+00	-32768
632	-2.998080000e+00	-32768
633	-2.997760000e+00	-32768
634	-2.997440000e+00	-32768
635	-2.997120000e+00	-32768
636	-2.996800000e+00	-32768
637	-2.996480000e+00	-32768
638	-2.996160000e+00	-32768
639	-2.995840000e+00	-32768
640	-2.995520000e+00	-32768
641	-2.995200000e+00	-32768
642	-2.994880000e+00	-32768
643	-2.994560000e+00	-32768
644	-2.994240000e+00	-32768
645	-2.993920000e+00	-32768
646	-2.993600000e+00	-32768
647	-2.993280000e+00	-32768
648	-2.992960000e+00	-32768
649	-2.992640000e+00	-32768
650	-2.992320000e+00	-32768
651	-2.992000000e+00	-32768
652	-2.991680000e+00	-32768
653	-2.991360000e+00	-32768
654	-2.991040000e+00	-32768
655	-2.990720000e+00	-32768
656	-2.990400000e+00	-32768
657	-2.990080000e+00	-32768
658	-2.989760000e+00	-32768
659	-2.989440000e+00	-32768
660	-2.989120000e+00	-32768
661	-2.988800000e+00	-32768
662	-2.988480000e+00	-32768
663	-2.988160000e+00	-32768
664	-2.987840000e+00	-32768
665	-2.987520000e+00	-32768
666	-2.987200000e+00	-32768
667	-2.986880000e+00	-32768
668	-2.986560000e+00	-32768
669	-2.986240000e+00	-32768
670	-2.985920000e+00	-32768
671	-2.985600000e+00	-32768
672	-2.985280000e+00	-32768
673	-2.984960000e+00	-32768
674	-2.984640000e+00	-32768
675	-2.984320000e+00	-32768
676	-2.984000000e+00	-32768
677	-2.983680000e+00	-32768
678	-2.983360000e+00	-32768
679	-2.983040000e+00	-32768
680	-2.982720000e+00	-32768
681	-2.982400000e+00	-32768
682	-2.982080000e+00	-32768
683	-2.981760000e+00	-32768
684	-2.981440000e+00	-32768
685	-2.981120000e+00	-32768
686	-2.980800000e+00	-32768
687	-2.980480000e+00	-32768
688	-2.980160000e+00	-32768
689	-2.979840000e+00	-32768
690	-2.979520000e+00	-32768
691	-2.979200000e+00	-32768
692	-2.978880000e+00	-32768
693	-2.978560000e+00	-32768
694	-2.978240000e+00	-32768
695	-2.977920000e+00	-32768
696	-2.977600000e+00	-32768
697	-2.977280000e+00	-32768
698	-2.976960000e+00	-32768
699	-2.976640000e+00	-32768
700	-2.976320000e+00	-32768
701	-2.976000000e+00	-32768
702	-2.975680000e+00	-32768
703	-2.975360000e+00	-32768
704	-2.975040000e+00	-32768
705	-2.974720000e+00	-32768
706	-2.974400000e+00	-32768
707	-2.974080000e+00	-32768
708	-2.973760000e+00	-32768
709	-2.973440000e+00	-32768
710	-2.973120000e+00	-32768
711	-2.972800000e+00	-32768
712	-2.972480000e+00	-32768
713	-2.972160000e+00	-32768
714	-2.971840000e+00	-32768
715	-2.971520000e+00	-32768
716	-2.971200000e+00	-32768
717	-2.970880000e+00	-32768
718	-2.970560000e+00	-32768
719	-2.970240000e+00	-32768
720	-2.969920000e+00	-32768
721	-2.969600000e+00	-32768
722	-2.969280000e+00	-32768
723	-2.968960000e+00	-32768
724	-2.968640000e+00	-32768
725	-2.968320000e+00	-32768
726	-2.968000000e+00	-32768
727	-2.967680000e+00	-32768
728	-2.967360000e+00	-32768
729	-2.967040000e+00	-32768
730	-2.966720000e+00	-32768
731	-2.966400000e+00	-32768
732	-2.966080000e+00	-32768
733	-2.965760000e+00	-32768
734	-2.965440000e+00	-32768
735	-2.965120000e+00	-32768
736	-2.964800000e+00	-32768
737	-2.964480000e+00	-32768
738	-2.964160000e+00	-32768
739	-2.963840000e+00	-32768
740	-2.963520000e+00	-32768
741	-2.963200000e+00	-32768
742	-2.962880000e+00	-32768
743	-2.962560000e+00	-32768
744	-2.962240000e+00	-32768
745	-2.961920000e+00	-32768
746	-2.961600000e+00	-32768
747	-2.961280000e+00	-32768
748	-2.960960000e+00	-32768
749	-2.960640000e+00	-32768
750	-2.960320000e+00	-32768
