feature_id,area_px,area_nm2,equiv_diameter_nm,centroid_x_nm,centroid_y_nm,peak_z_nm,depth_nm
2,42,4021.12,71.55,391.16,419.81,-3.7765,3.738
3,14,1340.37,41.31,4286.41,427.73,-3.2794,3.2409
6,9,861.67,33.12,2198.3,492.5,-3.5834,3.5449
7,27,2585.01,57.37,2874.54,500.11,-3.3817,3.3432
13,38,3638.16,68.06,2213.41,986.71,-3.4644,3.4259
16,12,1148.89,38.25,2372.8,1091.0,-3.0666,3.0281
17,13,1244.63,39.81,2621.56,1376.64,-4.045,4.0065
20,73,6989.1,94.33,1605.63,1673.73,-4.3668,4.3283
21,5,478.71,24.69,3242.66,1661.45,-2.4946,2.4561
22,13,1244.63,39.81,2387.48,1678.46,-2.8287,2.7902
24,11,1053.15,36.62,1365.42,1715.89,-2.8373,2.7987
26,9,861.67,33.12,1663.41,1879.76,-2.3965,2.358
27,38,3638.16,68.06,790.76,1921.67,-3.3297,3.2912
32,5,478.71,24.69,4056.75,2409.0,-2.3627,2.3242
33,23,2202.04,52.95,3118.35,2459.8,-4.026,3.9875
34,22,2106.3,51.79,1936.04,2508.45,-3.512,3.4735
36,36,3446.68,66.25,4275.39,2529.63,-3.8895,3.851
38,9,861.67,33.12,1089.37,2590.78,-2.6554,2.6169
40,61,5840.2,86.23,3610.57,2771.81,-4.517,4.4785
41,89,8520.95,104.16,1886.91,2851.21,-4.1177,4.0791
43,5,478.71,24.69,2508.81,3076.32,-2.4568,2.4183
44,9,861.67,33.12,2197.22,3123.51,-3.1656,3.1271
45,23,2202.04,52.95,1062.28,3151.11,-3.3133,3.2748
47,7,670.19,29.21,307.52,3182.83,-2.9567,2.9182
50,63,6031.69,87.63,4169.54,3368.9,-4.5612,4.5227
55,5,478.71,24.69,4526.42,3489.24,-2.9291,2.8906
57,29,2776.49,59.46,3753.29,3821.45,-3.3901,3.3516
59,5,478.71,24.69,2733.86,3853.23,-2.8316,2.7931
61,10,957.41,34.91,1487.28,4042.07,-2.7432,2.7047
62,23,2202.04,52.95,3152.39,4104.06,-3.2334,3.1949
64,298,28530.83,190.6,2812.45,4329.25,-5.8459,5.8074
65,6,574.45,27.04,1294.85,4329.75,-2.5851,2.5466
66,5,478.71,24.69,2990.22,4469.67,-2.5955,2.557
68,18,1723.34,46.84,4389.0,4480.32,-3.1073,3.0688
69,5,478.71,24.69,4426.61,4479.45,-2.7166,2.6781
