filename,base_sample_name,scan_x_um,scan_y_um,scan_area_um2,pixel_nm,sharpness_score,line_correlation,Ra_nm,Rq_nm,Rz_nm,Rpv_nm,Rsk,Rku,z_min_nm,z_max_nm,z_mean_nm,z_p01_nm,z_p50_nm,z_p99_nm,hole_thresh_nm,prot_thresh_nm,pct_surface_holes,pct_surface_prots,pct_surface_total,n_holes,holes_per_um2,avg_hole_depth_nm,std_hole_depth_nm,avg_hole_diameter_nm,std_hole_diameter_nm,n_protrusions,prots_per_um2,avg_prot_height_nm,std_prot_height_nm,avg_prot_diameter_nm,std_prot_diameter_nm,fixdep_0p5_pct,fixdep_0p8_pct,fixdep_1p0_pct,fixdep_1p2_pct,fixdep_1p5_pct,fixdep_2_pct,fixdep_5_pct,fixdep_median_ref_nm
20_Min,20_Min,4.27595,6.19375,66.0342,12.23095,0.8511,0.92565,1.0142285,1.5583684999999998,29.165376000000002,9.569558,-1.21145,14.512550000000001,-7.6270615,21.5383145,7.396695,1.6076999999999995,7.50845,11.17725,3.6872,11.168650000000001,1.3971,0.6646,2.06165,129,1.9535,7.793,2.305,92.505,41.418,59,0.8935,7.164,2.97,101.509,45.287,31.691328,23.0136775,18.300897,14.5757415,10.5300945,6.5750530000000005,1.231219,7.5345445
20_Min_Tg,20_Min_Tg,5.0098,5.0098,250.979,9.7847,0.7603599999999999,0.9367000000000001,0.6005757,0.8885482,23.91313,4.372919600000001,1.94623,71.15894,-7.4481786,16.4649513,0.0,-2.49913,0.032029999999999996,1.8737700000000004,-2.15406,2.11849,1.1929,0.40503,1.59795,570,2.2711,3.232,0.857,67.365,46.364,299,1.1913,4.679,3.794,48.148,44.841,23.1751605,13.101382699999998,8.8981729,6.1277037,3.6846913,1.8226665999999998,0.017037000000000004,0.0169033
No_Anneal,No_Anneal,5.0098,5.0098,250.979,9.7847,0.23298999999999997,0.9794499999999999,0.6116291,0.7816583,8.8125369,3.7559689,-0.027190000000000002,3.93791,-4.788528900000001,4.0240081,0.0,-1.8624300000000003,-0.0038400000000000005,1.8935399999999998,-1.9409000000000003,1.9170299999999998,0.5991,0.6148100000000001,1.2139,519,2.0679,2.858,0.652,51.179,32.703,178,0.7092,2.237,0.392,63.053,84.035,25.1216296,13.975555499999999,8.818963000000002,5.3330367999999995,2.4070617,0.7137776,0.001284,-0.0127974
