feature_id,area_px,area_nm2,equiv_diameter_nm,centroid_x_nm,centroid_y_nm,peak_z_nm,depth_nm
1,57,5457.24,83.36,1474.75,375.77,-3.1649,3.1118
3,23,2202.04,52.95,1394.54,407.98,-3.1466,3.0935
4,22,2106.3,51.79,462.11,471.89,-2.8678,2.8147
7,13,1244.63,39.81,529.13,476.44,-3.073,3.0199
13,28,2680.75,58.42,2458.41,638.45,-2.9302,2.8771
15,16,1531.86,44.16,1936.77,680.04,-3.4196,3.3665
16,9,861.67,33.12,2000.43,682.76,-2.9125,2.8594
19,202,19339.69,156.92,1862.39,907.17,-4.5961,4.543
21,17,1627.6,45.52,4585.59,851.27,-2.9967,2.9436
22,18,1723.34,46.84,4641.77,877.36,-3.4056,3.3525
27,147,14073.94,133.86,4289.11,1101.28,-4.3624,4.3093
28,6,574.45,27.04,3010.44,1035.55,-2.551,2.4979
29,9,861.67,33.12,3077.84,1037.18,-2.5925,2.5394
30,26,2489.27,56.3,3360.68,1082.72,-2.9862,2.9331
33,15,1436.12,42.76,3426.61,1086.76,-3.2832,3.2301
38,16,1531.86,44.16,3794.03,1283.64,-2.9401,2.887
45,217,20775.81,162.64,2759.79,1489.49,-4.4288,4.3757
46,72,6893.36,93.69,4469.04,1491.9,-3.9146,3.8615
47,36,3446.68,66.25,4380.03,1485.38,-3.8284,3.7753
48,30,2872.23,60.47,819.31,1528.38,-3.2308,3.1777
51,5,478.71,24.69,763.21,1536.2,-2.3514,2.2983
61,201,19243.95,156.53,2352.96,2012.93,-3.9756,3.9225
67,5,478.71,24.69,3240.7,1994.13,-2.299,2.2459
72,172,16467.46,144.8,3239.89,2122.21,-4.4784,4.4253
75,8,765.93,31.23,2451.08,2054.79,-2.6989,2.6458
77,7,670.19,29.21,2263.07,2085.55,-2.7081,2.655
83,61,5840.2,86.23,395.56,2194.51,-3.3035,3.2504
88,24,2297.79,54.09,3858.04,2318.57,-2.9495,2.8964
91,8,765.93,31.23,3330.48,2455.97,-2.7537,2.7006
92,8,765.93,31.23,3370.84,2460.86,-2.728,2.6749
94,52,4978.53,79.62,3975.99,2552.12,-2.9681,2.915
95,38,3638.16,68.06,4254.3,2623.08,-3.278,3.2249
96,305,29201.02,192.82,931.25,2758.91,-5.1286,5.0755
97,6,574.45,27.04,4103.07,2669.6,-2.4624,2.4093
98,27,2585.01,57.37,2265.35,2711.46,-3.4518,3.3987
100,34,3255.2,64.38,2202.72,2714.98,-3.7814,3.7283
102,6,574.45,27.04,4231.9,2694.06,-2.7318,2.6787
106,14,1340.37,41.31,4092.82,2789.35,-3.1551,3.102
109,17,1627.6,45.52,4141.25,2825.49,-3.2277,3.1746
110,25,2393.53,55.2,724.07,2853.62,-2.963,2.9099
111,8,765.93,31.23,649.46,2857.14,-2.4734,2.4203
112,17,1627.6,45.52,3420.05,2891.68,-3.0402,2.9871
119,9,861.67,33.12,697.98,2963.69,-2.6102,2.5571
122,466,44615.33,238.34,2730.3,3175.02,-4.8549,4.8018
125,12,1148.89,38.25,2162.43,3091.98,-3.2277,3.1746
130,169,16180.24,143.53,1732.19,3344.87,-4.1557,4.1026
131,64,6127.43,88.33,3995.69,3338.28,-3.4155,3.3624
140,24,2297.79,54.09,1369.05,3519.65,-2.9411,2.888
142,7,670.19,29.21,859.66,3523.9,-2.9153,2.8622
143,10,957.41,34.91,788.65,3550.88,-2.6161,2.563
148,68,6510.39,91.05,3954.04,3768.13,-3.5695,3.5164
151,8,765.93,31.23,3499.27,3757.34,-3.3494,3.2963
152,7,670.19,29.21,3557.45,3774.11,-2.8896,2.8365
153,70,6701.87,92.37,1917.11,3849.45,-3.6768,3.6237
155,24,2297.79,54.09,1301.37,4231.9,-2.8576,2.8045
156,21,2010.56,50.6,3333.33,4263.82,-3.1576,3.1045
158,10,957.41,34.91,1089.04,4279.84,-2.8984,2.8453
159,5,478.71,24.69,3289.63,4303.33,-2.7554,2.7023
164,10,957.41,34.91,2051.86,4690.8,-3.0248,2.9717
