feature_id,area_px,area_nm2,equiv_diameter_nm,centroid_x_nm,centroid_y_nm,peak_z_nm,depth_nm
6,74,7084.84,94.98,4419.66,599.25,-4.0102,3.9478
9,5,478.71,24.69,1375.73,594.91,-2.3011,2.2387
11,6,574.45,27.04,631.12,611.55,-3.3094,3.247
16,7,670.19,29.21,4528.93,819.12,-2.2531,2.1907
18,6,574.45,27.04,4287.35,839.86,-2.175,2.1126
21,34,3255.2,64.38,4241.68,907.1,-4.405,4.3426
23,6,574.45,27.04,4421.07,916.5,-2.1836,2.1212
25,20,1914.82,49.38,4149.22,943.74,-2.2406,2.1782
26,27,2585.01,57.37,2475.18,1031.38,-3.0226,2.9602
27,45,4308.35,74.06,3979.34,1115.24,-3.1776,3.1152
28,13,1244.63,39.81,1326.21,1157.61,-2.701,2.6386
40,6,574.45,27.04,1935.75,1436.73,-2.922,2.8596
47,7,670.19,29.21,4292.7,1555.77,-2.2445,2.1821
52,39,3733.9,68.95,2425.11,1655.88,-3.8559,3.7935
54,38,3638.16,68.06,4416.78,1698.42,-3.7695,3.707
55,18,1723.34,46.84,1265.49,1712.33,-3.0065,2.9441
57,68,6510.39,91.05,2889.81,1858.96,-4.2031,4.1407
58,20,1914.82,49.38,3824.85,1852.25,-3.2675,3.205
59,18,1723.34,46.84,1330.18,1923.24,-2.4338,2.3714
63,14,1340.37,41.31,2678.92,2091.14,-3.1433,3.0809
66,59,5648.72,84.81,1324.92,2195.76,-3.788,3.7256
67,54,5170.02,81.13,3882.0,2195.59,-3.7729,3.7105
68,8,765.93,31.23,3057.73,2196.67,-3.3393,3.2769
73,88,8425.21,103.57,1854.65,2326.54,-3.9489,3.8865
74,37,3542.42,67.16,3360.66,2318.19,-3.5211,3.4586
76,28,2680.75,58.42,1138.87,2378.04,-2.2484,2.186
80,11,1053.15,36.62,2913.18,2459.53,-3.1243,3.0618
81,48,4595.57,76.49,396.28,2563.19,-3.5513,3.4889
82,12,1148.89,38.25,2782.94,2550.55,-2.7819,2.7195
83,6,574.45,27.04,2186.89,2832.68,-2.6074,2.545
85,83,7946.51,100.59,4116.07,2907.36,-4.5039,4.4415
86,26,2489.27,56.3,2405.92,3067.51,-3.5876,3.5252
90,11,1053.15,36.62,936.67,3254.76,-2.572,2.5096
91,40,3829.64,69.83,3175.39,3286.2,-3.0316,2.9692
92,19,1819.08,48.13,3541.56,3395.3,-2.8587,2.7963
93,48,4595.57,76.49,2542.81,3503.34,-2.8599,2.7975
96,24,2297.79,54.09,456.21,3615.87,-3.2441,3.1817
97,19,1819.08,48.13,1146.36,3794.42,-2.5885,2.5261
98,8,765.93,31.23,510.03,3834.39,-2.1724,2.1099
100,8,765.93,31.23,407.29,3890.66,-2.1907,2.1283
103,5,478.71,24.69,373.78,3909.98,-2.045,1.9825
104,5,478.71,24.69,307.24,3915.85,-2.1942,2.1318
105,7,670.19,29.21,479.45,3962.82,-2.1494,2.087
110,7,670.19,29.21,4644.95,4157.11,-2.7918,2.7294
113,9,861.67,33.12,1208.96,4342.25,-2.4205,2.3581
115,29,2776.49,59.46,1948.51,4443.62,-3.6318,3.5694
117,38,3638.16,68.06,2487.9,4633.33,-3.8438,3.7813
