set_mw,measured_mw,error_mw,error_pct,wavelength_nm,timestamp
9.6,4.641349519,-4.958650480999999,-51.65260917708333,,2026-02-09T14:12:29.131730
9.7,4.705882492000001,-4.994117507999999,-51.485747505154634,,2026-02-09T14:12:29.131730
9.8,4.755236999999999,-5.044763000000001,-51.47717346938777,,2026-02-09T14:12:29.131730
9.9,4.84574628,-5.05425372,-51.053067878787886,,2026-02-09T14:12:29.131730
10.0,4.892604936,-5.107395064,-51.07395064,,2026-02-09T14:12:29.131730
12.0,6.145724237,-5.854275763,-48.78563135833333,,2026-02-09T14:12:29.131730
15.0,8.022068163,-6.977931837,-46.51954558,,2026-02-09T14:12:29.131730
18.0,9.507240912999999,-8.492759087000001,-47.18199492777779,,2026-02-09T14:12:29.131730
20.0,10.47345148,-9.52654852,-47.6327426,,2026-02-09T14:12:29.131730
25.0,12.95885874,-12.04114126,-48.16456504,,2026-02-09T14:12:29.131730
30.0,15.422058770000001,-14.577941229999999,-48.593137433333325,,2026-02-09T14:12:29.131730
35.0,17.87486839,-17.12513161,-48.928947457142854,,2026-02-09T14:12:29.131730
40.0,20.27674337,-19.72325663,-49.308141575,,2026-02-09T14:12:29.131730
45.0,22.635937480000003,-22.364062519999997,-49.697916711111105,,2026-02-09T14:12:29.131730
50.0,24.989034229999998,-25.010965770000002,-50.02193154000001,,2026-02-09T14:12:29.131730
