feature_id,area_px,area_nm2,equiv_diameter_nm,centroid_x_nm,centroid_y_nm,peak_z_nm,height_nm
1,9,861.67,33.12,1171.99,387.04,1.9347,1.9586
2,126,12063.37,123.93,1118.95,505.16,2.4731,2.4969
9,113,10818.74,117.37,1992.54,2754.1,2.5067,2.5305
13,43,4116.87,72.4,2248.67,2821.64,2.4179,2.4418
14,111,10627.26,116.32,2153.96,2904.3,2.1863,2.2101
23,31,2967.97,61.47,2268.16,2926.58,2.1606,2.1844
28,14,1340.37,41.31,2105.12,2971.07,2.1926,2.2164
31,279,26711.75,184.42,1986.37,3119.79,2.5187,2.5425
32,8,765.93,31.23,1922.7,3038.16,2.1303,2.1541
34,18,1723.34,46.84,2101.54,3167.54,2.1724,2.1963
35,5,478.71,24.69,2129.16,3142.86,1.9906,2.0145
36,49,4691.31,77.29,1839.53,3211.19,2.2001,2.2239
37,13,1244.63,39.81,318.38,3207.14,2.0212,2.045
42,9,861.67,33.12,1791.69,3255.06,2.0477,2.0715
44,26,2489.27,56.3,1691.63,3289.93,2.0375,2.0613
46,5,478.71,24.69,3978.47,3442.27,2.0628,2.0866
47,7,670.19,29.21,4106.79,3504.33,2.0135,2.0373
48,5,478.71,24.69,4076.32,3500.98,1.9188,1.9427
50,6,574.45,27.04,4044.36,3577.95,2.0779,2.1017
52,915,87603.07,333.98,2833.53,3784.66,3.2336,3.2574
55,7,670.19,29.21,2546.83,3736.37,2.0621,2.0859
58,5,478.71,24.69,2567.51,3814.09,2.016,2.0398
59,16,1531.86,44.16,3139.07,3827.67,2.1181,2.142
62,13,1244.63,39.81,3166.49,3890.56,2.1041,2.1279
65,6,574.45,27.04,3096.87,3953.03,2.1682,2.192
66,5,478.71,24.69,2829.75,3992.17,1.9464,1.9702
68,5,478.71,24.69,2921.72,4000.0,1.9633,1.9871
69,12,1148.89,38.25,3139.27,4016.63,2.0291,2.053
