feature_id,area_px,area_nm2,equiv_diameter_nm,centroid_x_nm,centroid_y_nm,peak_z_nm,depth_nm
1,12,1148.89,38.25,1387.8,318.82,-2.091,2.1272
4,51,4882.79,78.85,1925.87,329.23,-2.1059,2.142
10,31,2967.97,61.47,1424.15,394.55,-2.1617,2.1979
13,12,1148.89,38.25,1474.23,425.64,-1.9683,2.0044
15,41,3925.38,70.7,3356.16,440.55,-3.087,3.1232
16,17,1627.6,45.52,2066.88,462.18,-2.9573,2.9935
18,29,2776.49,59.46,1588.5,617.11,-3.1205,3.1567
20,25,2393.53,55.2,3474.36,669.28,-2.919,2.9552
21,10,957.41,34.91,849.32,863.01,-2.321,2.3572
24,28,2680.75,58.42,3666.13,998.39,-2.9466,2.9828
25,7,670.19,29.21,4561.08,1199.33,-1.9005,1.9366
28,90,8616.69,104.74,4525.33,1294.19,-4.0476,4.0837
29,30,2872.23,60.47,3441.62,1376.06,-2.9584,2.9946
32,22,2106.3,51.79,411.85,1417.9,-2.7297,2.7658
33,6,574.45,27.04,1741.68,1407.37,-2.3102,2.3463
34,10,957.41,34.91,371.82,1422.7,-2.2153,2.2515
36,15,1436.12,42.76,4495.76,1465.75,-2.3623,2.3984
38,18,1723.34,46.84,3355.08,1878.13,-2.7978,2.834
40,78,7467.8,97.51,2870.57,2054.29,-3.8131,3.8492
42,33,3159.45,63.43,1235.55,2343.3,-3.6598,3.696
43,37,3542.42,67.16,992.75,2403.61,-3.1075,3.1436
49,180,17233.39,148.13,3675.74,2497.39,-4.3626,4.3987
51,25,2393.53,55.2,500.98,2507.24,-2.0272,2.0633
52,205,19626.92,158.08,600.35,2587.23,-2.435,2.4712
54,5,478.71,24.69,2461.84,2545.99,-2.2728,2.309
55,11,1053.15,36.62,2827.79,2553.82,-2.7454,2.7816
57,47,4499.83,75.69,1562.02,2591.91,-3.2612,3.2974
60,6,574.45,27.04,4192.76,2583.17,-2.5256,2.5618
61,21,2010.56,50.6,1926.2,2610.66,-2.8771,2.9133
65,16,1531.86,44.16,3950.59,2792.93,-2.5982,2.6344
66,23,2202.04,52.95,4162.34,2816.73,-2.2237,2.2598
67,9,861.67,33.12,550.12,2831.05,-3.041,3.0772
71,5,478.71,24.69,3164.38,3080.23,-2.1835,2.2197
72,16,1531.86,44.16,414.63,3143.96,-3.0239,3.0601
73,8,765.93,31.23,4466.73,3155.58,-2.2377,2.2739
76,23,2202.04,52.95,1882.92,3263.85,-2.7188,2.7549
78,21,2010.56,50.6,1424.84,3328.67,-2.8962,2.9324
79,7,670.19,29.21,3718.2,3424.66,-2.3543,2.3905
80,18,1723.34,46.84,1117.63,3478.47,-2.6789,2.7151
82,115,11010.22,118.4,4427.12,3696.08,-3.7828,3.819
84,10,957.41,34.91,938.36,3875.73,-2.6607,2.6968
85,32,3063.71,62.46,2652.58,3924.9,-2.4675,2.5037
87,11,1053.15,36.62,1829.75,3948.59,-2.9481,2.9843
90,39,3733.9,68.95,1792.36,3987.41,-3.2031,3.2393
93,8,765.93,31.23,654.35,4120.6,-2.1655,2.2017
94,23,2202.04,52.95,3010.3,4167.87,-3.404,3.4402
95,5,478.71,24.69,1792.56,4182.0,-2.515,2.5512
98,14,1340.37,41.31,2439.19,4202.54,-2.7754,2.8116
99,16,1531.86,44.16,2843.08,4244.74,-1.9788,2.015
100,5,478.71,24.69,964.77,4238.75,-1.8955,1.9316
107,8,765.93,31.23,933.22,4326.08,-1.9192,1.9554
111,38,3638.16,68.06,321.09,4568.7,-2.8509,2.887
113,7,670.19,29.21,1829.75,4628.18,-2.5007,2.5368
114,5,478.71,24.69,1227.01,4669.28,-2.2598,2.2959
