feature_id,area_px,area_nm2,equiv_diameter_nm,centroid_x_nm,centroid_y_nm,peak_z_nm,depth_nm
1,6,574.45,27.04,960.53,319.63,-1.7808,1.7829
2,31,2967.97,61.47,1556.72,325.74,-2.1116,2.1137
3,7,670.19,29.21,2303.61,320.1,-1.8375,1.8396
5,8,765.93,31.23,1669.52,352.25,-1.8618,1.8639
6,39,3733.9,68.95,3833.11,396.91,-2.0702,2.0724
8,10,957.41,34.91,3909.0,381.6,-1.9489,1.951
10,13,1244.63,39.81,4623.66,575.79,-2.1645,2.1667
15,6,574.45,27.04,3471.95,658.84,-1.7676,1.7697
17,23,2202.04,52.95,4065.35,861.06,-2.106,2.1082
19,9,861.67,33.12,899.11,865.41,-1.9494,1.9515
20,5,478.71,24.69,4007.83,892.37,-1.6037,1.6058
31,6,574.45,27.04,3317.03,1254.08,-1.7032,1.7053
32,49,4691.31,77.29,2438.0,1313.95,-2.4087,2.4108
33,32,3063.71,62.46,2772.44,1320.02,-2.071,2.0731
35,5,478.71,24.69,2868.88,1334.64,-1.8489,1.851
36,10,957.41,34.91,2822.9,1355.19,-1.8707,1.8728
38,34,3255.2,64.38,4209.45,1423.97,-2.3425,2.3446
40,7,670.19,29.21,4275.93,1414.59,-1.7577,1.7598
41,18,1723.34,46.84,752.88,1592.74,-2.2061,2.2082
42,5,478.71,24.69,686.89,1602.74,-1.8119,1.814
46,5,478.71,24.69,2021.53,1675.15,-1.7029,1.705
47,34,3255.2,64.38,2920.17,1718.95,-2.196,2.1981
48,5,478.71,24.69,4015.66,1694.72,-1.7702,1.7723
58,26,2489.27,56.3,1241.53,2169.2,-2.1861,2.1882
59,35,3350.94,65.32,1190.38,2206.88,-2.0484,2.0505
66,7,670.19,29.21,1866.09,2692.2,-1.8548,1.8569
67,103,9861.33,112.05,3600.78,2787.7,-2.5073,2.5095
68,42,4021.12,71.55,809.57,2803.33,-1.9938,1.996
69,22,2106.3,51.79,329.12,2777.98,-1.7086,1.7108
76,36,3446.68,66.25,410.69,2988.69,-2.1252,2.1273
79,11,1053.15,36.62,2758.41,3064.4,-1.9008,1.903
82,18,1723.34,46.84,2025.98,3186.02,-2.1708,2.173
83,15,1436.12,42.76,4010.44,3183.95,-2.0265,2.0286
85,23,2202.04,52.95,3116.65,3353.19,-2.0782,2.0804
94,17,1627.6,45.52,1357.78,3713.6,-1.8618,1.8639
96,5,478.71,24.69,2152.64,3767.12,-1.7771,1.7792
101,5,478.71,24.69,1438.36,3816.05,-1.6663,1.6684
104,8,765.93,31.23,2004.65,3841.73,-1.7729,1.775
105,25,2393.53,55.2,1945.21,3866.14,-2.0091,2.0112
107,7,670.19,29.21,2138.66,3877.55,-1.774,1.7762
112,8,765.93,31.23,980.92,3907.78,-1.7919,1.794
115,75,7180.58,95.62,4271.89,4113.63,-2.6135,2.6156
116,11,1053.15,36.62,4146.95,4149.62,-1.6978,1.6999
120,18,1723.34,46.84,3554.03,4350.4,-1.8256,1.8277
122,9,861.67,33.12,3669.28,4406.39,-1.8786,1.8807
123,9,861.67,33.12,2476.63,4433.57,-1.804,1.8062
124,5,478.71,24.69,2471.62,4502.94,-1.6047,1.6068
