feature_id,area_px,area_nm2,equiv_diameter_nm,centroid_x_nm,centroid_y_nm,peak_z_nm,depth_nm
76,10,3829.64,69.83,1530.33,4266.14,9.1959,5.5808
77,8,3063.71,62.46,2133.07,4290.61,8.9869,5.7898
82,77,29488.24,193.77,540.07,4498.44,1.7815,12.9952
85,9,3446.68,66.25,3422.48,4592.3,8.7222,6.0546
86,28,10723.0,116.85,2133.07,4700.87,6.7087,8.068
87,63,24126.75,175.27,4335.73,4928.71,3.0573,11.7194
88,7,2680.75,58.42,3715.4,4892.37,8.5368,6.2399
89,17,6510.39,91.05,5389.66,4909.64,7.7401,7.0366
90,46,17616.35,149.77,1321.79,5069.34,3.9394,10.8373
91,8,3063.71,62.46,2906.07,5117.42,8.9645,5.8122
92,34,13020.78,128.76,2759.3,5217.57,5.5577,9.219
95,22,8425.21,103.57,900.2,5395.84,7.2726,7.5041
96,10,3829.64,69.83,4698.63,5414.87,8.2482,6.5285
97,55,21063.03,163.76,4975.98,5647.04,3.9766,10.8001
98,9,3446.68,66.25,1624.27,5733.86,9.4134,5.3633
100,14,5361.5,82.62,2602.74,5900.2,7.9143,6.8624
101,62,23743.78,173.87,3776.91,5969.64,2.0709,12.7058
102,43,16467.46,144.8,4261.59,5929.55,4.7669,10.0098
104,10,3829.64,69.83,5706.46,5984.34,6.3064,8.4704
105,11,4212.61,73.24,2147.3,6109.23,8.9135,5.8632
106,51,19531.18,157.7,2106.98,6244.58,4.597,10.1797
110,6,2297.79,54.09,394.65,6324.2,9.5537,5.223
111,15,5744.46,85.52,613.18,6412.26,7.8001,6.9766
114,15,5744.46,85.52,4979.78,6523.16,9.0193,5.7575
115,31,11871.89,122.95,3062.94,6603.12,5.8645,8.9122
116,53,20297.1,160.76,852.93,6732.64,3.6965,11.0803
117,20,7659.28,98.75,4008.81,6676.13,5.8876,8.8891
119,18,6893.36,93.69,2433.14,6838.44,6.6582,8.1185
122,7,2680.75,58.42,1954.15,7005.87,8.6661,6.1106
123,64,24509.71,176.65,4857.2,7065.19,1.6782,13.0986
125,13,4978.53,79.62,1598.68,7285.86,7.2914,7.4854
126,19,7276.32,96.25,3735.71,7299.41,6.9712,7.8056
127,18,6893.36,93.69,478.36,7395.09,7.1918,7.585
128,14,5361.5,82.62,989.66,7425.22,7.5336,7.2431
129,35,13403.75,130.64,3199.89,7456.53,5.553,9.2238
132,25,9574.11,110.41,2508.02,7660.27,6.3669,8.4098
134,17,6510.39,91.05,4806.03,7690.8,7.1413,7.6354
137,79,30254.17,196.27,1553.92,8042.31,2.5289,12.2478
138,29,11105.96,118.91,5420.07,7988.39,6.1435,8.6332
142,25,9574.11,110.41,4111.15,8162.04,7.1705,7.6062
143,26,9957.07,112.6,4951.08,8209.39,6.2177,8.559
144,8,3063.71,62.46,2641.88,8317.03,8.0125,6.7642
145,13,4978.53,79.62,2143.61,8454.01,8.5096,6.2671
146,6,2297.79,54.09,3297.46,8473.58,9.4602,5.3165
147,19,7276.32,96.25,3765.58,8537.44,6.4138,8.3629
148,11,4212.61,73.24,953.57,8571.43,7.2594,7.5173
149,8,3063.71,62.46,3067.51,8578.77,8.4658,6.3109
150,49,18765.25,154.57,2518.87,8788.69,3.303,11.4737
152,11,4212.61,73.24,4789.18,8978.83,8.5722,6.2045
153,8,3063.71,62.46,1545.99,9090.02,9.4138,5.3629
154,32,12254.86,124.91,4846.5,9269.81,5.4477,9.329
155,10,3829.64,69.83,2352.25,9285.71,8.9519,5.8249
156,31,11871.89,122.95,2201.25,9345.37,5.1918,9.5849
157,8,3063.71,62.46,3718.2,9346.87,9.5011,5.2756
159,67,25658.6,180.75,1058.5,9424.6,1.9517,12.825
161,35,13403.75,130.64,3258.04,9444.79,4.0654,10.7113
162,56,21446.0,165.24,5442.06,9445.42,4.0102,10.7665
164,21,8042.25,101.19,3974.47,9498.65,7.0569,7.7198
