feature_id,area_px,area_nm2,equiv_diameter_nm,centroid_x_nm,centroid_y_nm,peak_z_nm,depth_nm
1,105,10052.81,113.14,1643.0,378.62,-3.5516,3.5475
3,33,3159.45,63.43,1484.02,406.51,-2.8643,2.8602
7,128,12254.86,124.91,2621.47,838.89,-3.4068,3.4027
8,195,18669.51,154.18,3411.66,882.78,-4.4766,4.4725
11,71,6797.61,93.03,964.0,942.09,-3.422,3.4179
13,32,3063.71,62.46,1064.4,920.68,-3.2055,3.2014
15,13,1244.63,39.81,879.87,947.61,-2.2144,2.2102
20,80,7659.28,98.75,3904.6,1076.57,-3.1239,3.1198
21,19,1819.08,48.13,1964.16,1080.44,-2.6509,2.6468
22,24,2297.79,54.09,2028.29,1089.77,-2.4768,2.4726
24,14,1340.37,41.31,4127.76,1317.44,-2.5547,2.5506
25,7,670.19,29.21,2755.1,1322.34,-2.2536,2.2495
26,14,1340.37,41.31,441.71,1408.3,-2.3461,2.342
29,14,1340.37,41.31,4540.12,1552.98,-2.4922,2.4881
30,13,1244.63,39.81,4587.54,1582.12,-2.3911,2.3869
32,13,1244.63,39.81,3212.4,1642.33,-2.2573,2.2532
33,7,670.19,29.21,3254.12,1632.65,-2.4121,2.4079
36,11,1053.15,36.62,4677.1,1810.18,-2.9013,2.8972
38,5,478.71,24.69,1600.78,1900.2,-2.3439,2.3398
39,7,670.19,29.21,4185.07,1906.63,-2.4305,2.4264
40,18,1723.34,46.84,4242.23,1928.14,-3.1038,3.0997
44,289,27669.16,187.7,1137.03,2115.23,-4.3914,4.3872
48,176,16850.43,146.47,2063.97,2114.06,-4.0978,4.0937
49,49,4691.31,77.29,4157.71,2137.47,-2.8432,2.8391
55,57,5457.24,83.36,4008.82,2361.9,-3.1213,3.1172
56,11,1053.15,36.62,4061.55,2351.01,-2.2831,2.2789
62,6,574.45,27.04,2871.82,2544.03,-2.2019,2.1978
66,5,478.71,24.69,1976.52,2583.17,-2.208,2.2039
68,9,861.67,33.12,3442.05,2596.22,-2.6272,2.6231
72,22,2106.3,51.79,3655.04,2699.25,-2.8581,2.854
73,7,670.19,29.21,4594.63,2713.17,-2.085,2.0809
74,159,15222.83,139.22,3197.95,2820.47,-4.5972,4.5931
76,24,2297.79,54.09,3886.17,2878.34,-2.5818,2.5776
77,10,957.41,34.91,3938.36,2892.37,-2.2767,2.2725
78,30,2872.23,60.47,870.84,2961.84,-2.7269,2.7228
81,127,12159.11,124.42,2498.73,3024.02,-3.5894,3.5852
82,94,8999.66,107.05,390.45,3080.94,-3.4762,3.4721
83,30,2872.23,60.47,1127.85,3103.39,-3.2218,3.2177
84,27,2585.01,57.37,1191.56,3108.65,-2.5085,2.5043
86,178,17041.91,147.3,4502.52,3330.44,-3.7619,3.7577
93,6,574.45,27.04,1316.05,3414.87,-2.3447,2.3406
94,47,4499.83,75.69,3131.53,3439.44,-3.3487,3.3446
99,9,861.67,33.12,1669.93,3680.15,-2.4166,2.4125
102,11,1053.15,36.62,1648.28,3722.65,-2.2289,2.2248
104,123,11776.15,122.45,3814.22,3789.64,-3.8658,3.8617
105,5,478.71,24.69,1457.93,3747.55,-2.056,2.0519
106,88,8425.21,103.57,1804.62,3934.46,-3.5137,3.5096
108,80,7659.28,98.75,3237.65,3936.52,-3.3375,3.3334
113,23,2202.04,52.95,521.14,3981.54,-2.4681,2.464
115,11,1053.15,36.62,437.64,3995.73,-2.9685,2.9643
120,10,957.41,34.91,2979.45,4099.8,-2.6029,2.5987
121,76,7276.32,96.25,1160.13,4186.32,-3.1279,3.1237
122,5,478.71,24.69,1090.02,4195.69,-2.0137,2.0096
126,136,13020.78,128.76,2276.75,4458.6,-3.7611,3.757
127,15,1436.12,42.76,634.05,4463.14,-2.7584,2.7543
135,107,10244.29,114.21,3692.14,4652.14,-4.1025,4.0983
