feature_id,area_px,area_nm2,equiv_diameter_nm,centroid_x_nm,centroid_y_nm,peak_z_nm,depth_nm
1,7,670.19,29.21,882.02,315.91,-2.4779,2.4579
2,44,4212.61,73.24,918.43,348.03,-3.307,3.287
6,45,4308.35,74.06,1859.75,789.08,-3.3773,3.3573
7,67,6414.65,90.37,2747.61,863.25,-3.692,3.672
8,28,2680.75,58.42,1740.29,864.9,-2.1512,2.1312
9,10,957.41,34.91,2923.68,857.14,-2.0168,1.9967
12,39,3733.9,68.95,3023.48,924.78,-3.7463,3.7263
13,6,574.45,27.04,1816.7,921.4,-2.0952,2.0752
14,7,670.19,29.21,3628.74,929.55,-2.3255,2.3055
17,24,2297.79,54.09,987.85,1009.87,-2.9339,2.9138
20,5,478.71,24.69,1659.49,1123.29,-2.0332,2.0132
21,18,1723.34,46.84,1769.41,1137.75,-2.7236,2.7036
23,9,861.67,33.12,4259.62,1286.15,-2.3139,2.2939
24,23,2202.04,52.95,1434.95,1364.33,-2.1363,2.1163
25,12,1148.89,38.25,1258.97,1343.77,-2.284,2.264
26,5,478.71,24.69,4101.76,1344.42,-2.3902,2.3702
27,6,574.45,27.04,1467.71,1404.11,-1.9497,1.9297
32,5,478.71,24.69,1381.6,1598.83,-2.1643,2.1443
34,48,4595.57,76.49,1053.49,1648.93,-3.5123,3.4923
35,15,1436.12,42.76,460.53,1654.27,-2.0984,2.0784
36,25,2393.53,55.2,3870.06,1678.67,-3.3862,3.3662
38,6,574.45,27.04,1462.82,1741.68,-2.0848,2.0648
40,7,670.19,29.21,1555.77,1800.39,-2.0845,2.0644
41,13,1244.63,39.81,2964.77,1822.22,-2.885,2.865
45,8,765.93,31.23,2995.35,1856.65,-2.6468,2.6268
47,15,1436.12,42.76,3517.29,1923.68,-2.4659,2.4459
49,12,1148.89,38.25,1744.94,2162.43,-2.8994,2.8794
50,14,1340.37,41.31,1404.81,2187.59,-2.8061,2.7861
51,9,861.67,33.12,2243.97,2214.61,-2.3012,2.2812
52,20,1914.82,49.38,3674.17,2219.67,-2.9521,2.9321
53,10,957.41,34.91,1345.4,2254.4,-2.0304,2.0104
56,6,574.45,27.04,680.04,2377.69,-2.5191,2.4991
57,53,5074.28,80.38,2439.17,2582.8,-4.2383,4.2183
58,5,478.71,24.69,2500.98,2645.79,-1.9301,1.9101
59,43,4116.87,72.4,4613.16,2671.23,-3.2992,3.2792
61,15,1436.12,42.76,2215.92,2690.15,-2.7466,2.7266
62,60,5744.46,85.52,1099.15,2887.48,-3.7467,3.7267
63,44,4212.61,73.24,1374.31,2920.08,-3.837,3.817
66,10,957.41,34.91,3534.25,3132.09,-3.2446,3.2246
67,12,1148.89,38.25,3502.12,3141.72,-2.9202,2.9002
68,8,765.93,31.23,2073.14,3387.96,-2.7329,2.7129
69,97,9286.88,108.74,4287.33,3439.18,-4.0027,3.9827
72,35,3350.94,65.32,2476.38,3545.99,-3.3613,3.3413
75,10,957.41,34.91,2677.1,3658.51,-2.0597,2.0397
79,12,1148.89,38.25,1042.07,3700.26,-2.7102,2.6902
81,49,4691.31,77.29,2935.62,3730.18,-3.2615,3.2415
82,15,1436.12,42.76,741.03,3752.77,-2.9847,2.9647
83,11,1053.15,36.62,702.72,3768.01,-3.324,3.304
84,53,5074.28,80.38,3478.75,3804.05,-2.846,2.826
89,441,42221.81,231.86,385.22,4110.03,-3.8721,3.8521
90,61,5840.2,86.23,2702.83,3963.46,-3.7333,3.7133
92,21,2010.56,50.6,4045.76,3980.06,-2.5033,2.4832
96,5,478.71,24.69,469.67,4217.22,-2.1331,2.1131
97,11,1053.15,36.62,2125.07,4275.93,-3.0988,3.0788
98,24,2297.79,54.09,375.49,4350.13,-2.0855,2.0655
100,5,478.71,24.69,416.83,4326.81,-1.9928,1.9728
106,11,1053.15,36.62,410.07,4446.72,-2.0975,2.0775
107,45,4308.35,74.06,326.16,4512.29,-4.1715,4.1515
108,9,861.67,33.12,427.27,4469.45,-2.0209,2.0009
110,45,4308.35,74.06,3289.63,4575.56,-3.8217,3.8017
111,41,3925.38,70.7,527.42,4595.96,-3.5917,3.5717
