x_nm	y_raw_nm	baseline_nm	y_corrected_nm	signal_nm	threshold_nm
0.000000e+00	-1.922352e-01	-1.354556e-01	-5.677955e-02	5.677955e-02	3.552094e-01
1.923406e+01	-9.911250e-02	-1.546417e-01	5.552923e-02	-5.552923e-02	3.552094e-01
3.846811e+01	8.452632e-02	-1.738278e-01	2.583542e-01	-2.583542e-01	3.552094e-01
5.770217e+01	1.170964e-01	-1.930139e-01	3.101104e-01	-3.101104e-01	3.552094e-01
7.693623e+01	-1.491009e-01	-2.122000e-01	6.309911e-02	-6.309911e-02	3.552094e-01
9.617028e+01	-9.429127e-01	-2.313861e-01	-7.115265e-01	7.115265e-01	3.552094e-01
1.154043e+02	-2.026619e+00	-2.505723e-01	-1.776047e+00	1.776047e+00	3.552094e-01
1.346384e+02	-9.268060e-01	-2.697584e-01	-6.570477e-01	6.570477e-01	3.552094e-01
1.538725e+02	-1.259337e-01	-2.889445e-01	1.630107e-01	-1.630107e-01	3.552094e-01
1.731065e+02	-7.371517e-02	-3.081306e-01	2.344154e-01	-2.344154e-01	3.552094e-01
1.923406e+02	-2.580339e-01	-3.273167e-01	6.928276e-02	-6.928276e-02	3.552094e-01
2.115746e+02	-4.145352e-01	-3.465028e-01	-6.803244e-02	6.803244e-02	3.552094e-01
