x_nm	y_raw_nm	baseline_nm	y_corrected_nm	signal_nm	threshold_nm
0.000000e+00	8.790972e-02	1.968383e-01	-1.089286e-01	1.089286e-01	2.220070e-01
1.930910e+01	3.036350e-01	1.790090e-01	1.246260e-01	-1.246260e-01	2.220070e-01
3.861821e+01	7.868848e-02	1.611798e-01	-8.249127e-02	8.249127e-02	2.220070e-01
5.792731e+01	-1.072550e-01	1.433505e-01	-2.506054e-01	2.506054e-01	2.220070e-01
7.723642e+01	-1.393287e-01	1.255212e-01	-2.648499e-01	2.648499e-01	2.220070e-01
9.654552e+01	-5.705770e-01	1.076919e-01	-6.782689e-01	6.782689e-01	2.220070e-01
1.158546e+02	-1.020172e+00	8.986260e-02	-1.110035e+00	1.110035e+00	2.220070e-01
1.351637e+02	-2.670865e-01	7.203331e-02	-3.391198e-01	3.391198e-01	2.220070e-01
1.544728e+02	-3.949035e-02	5.420403e-02	-9.369438e-02	9.369438e-02	2.220070e-01
1.737819e+02	4.027180e-03	3.637473e-02	-3.234755e-02	3.234755e-02	2.220070e-01
1.930910e+02	3.519565e-02	1.854545e-02	1.665020e-02	-1.665020e-02	2.220070e-01
