x_nm	y_raw_nm	baseline_nm	y_corrected_nm	signal_nm	threshold_nm
0.000000e+00	-9.218250e-02	-1.762944e-01	8.411187e-02	-8.411187e-02	2.572033e-01
1.814849e+01	-2.769425e-01	-1.878052e-01	-8.913727e-02	8.913727e-02	2.572033e-01
3.629699e+01	-3.629543e-01	-1.993160e-01	-1.636383e-01	1.636383e-01	2.572033e-01
5.444548e+01	-2.101746e-01	-2.108269e-01	6.522903e-04	-6.522903e-04	2.572033e-01
7.259397e+01	-3.188952e-01	-2.223377e-01	-9.655749e-02	9.655749e-02	2.572033e-01
9.074246e+01	-3.613761e-01	-2.338486e-01	-1.275275e-01	1.275275e-01	2.572033e-01
1.088910e+02	-1.342773e+00	-2.453594e-01	-1.097414e+00	1.097414e+00	2.572033e-01
1.270394e+02	-1.542887e+00	-2.568703e-01	-1.286017e+00	1.286017e+00	2.572033e-01
1.451879e+02	-3.505537e-01	-2.683811e-01	-8.217258e-02	8.217258e-02	2.572033e-01
1.633364e+02	-2.030452e-01	-2.798919e-01	7.684669e-02	-7.684669e-02	2.572033e-01
1.814849e+02	-3.252606e-01	-2.914028e-01	-3.385782e-02	3.385782e-02	2.572033e-01
1.996334e+02	-2.640304e-01	-3.029136e-01	3.888323e-02	-3.888323e-02	2.572033e-01
