x_nm	y_raw_nm	baseline_nm	y_corrected_nm	signal_nm	threshold_nm
0.000000e+00	6.912868e-02	9.779552e-02	-2.866683e-02	2.866683e-02	4.580902e-01
1.903464e+01	1.288204e-01	9.008597e-02	3.873439e-02	-3.873439e-02	4.580902e-01
3.806927e+01	3.481957e-01	8.237642e-02	2.658193e-01	-2.658193e-01	4.580902e-01
5.710391e+01	3.713859e-03	7.466687e-02	-7.095301e-02	7.095301e-02	4.580902e-01
7.613855e+01	-1.578453e+00	6.695732e-02	-1.645411e+00	1.645411e+00	4.580902e-01
9.517318e+01	-2.231203e+00	5.924777e-02	-2.290451e+00	2.290451e+00	4.580902e-01
1.142078e+02	-6.329048e-01	5.153822e-02	-6.844430e-01	6.844430e-01	4.580902e-01
1.332425e+02	-1.435514e-01	4.382867e-02	-1.873801e-01	1.873801e-01	4.580902e-01
1.522771e+02	-1.575452e-02	3.611912e-02	-5.187363e-02	5.187363e-02	4.580902e-01
1.713117e+02	7.021564e-02	2.840957e-02	4.180608e-02	-4.180608e-02	4.580902e-01
