x_nm	y_raw_nm	baseline_nm	y_corrected_nm	signal_nm	threshold_nm
0.000000e+00	1.692155e-01	2.446220e-01	-7.540648e-02	7.540648e-02	1.843156e-01
1.903464e+01	2.949223e-01	2.062117e-01	8.871060e-02	-8.871060e-02	1.843156e-01
3.806927e+01	2.493626e-01	1.678013e-01	8.156127e-02	-8.156127e-02	1.843156e-01
5.710391e+01	-8.229088e-04	1.293910e-01	-1.302139e-01	1.302139e-01	1.843156e-01
7.613855e+01	-9.790788e-02	9.098067e-02	-1.888885e-01	1.888885e-01	1.843156e-01
9.517318e+01	-8.397198e-01	5.257033e-02	-8.922901e-01	8.922901e-01	1.843156e-01
1.142078e+02	-9.074180e-01	1.415999e-02	-9.215780e-01	9.215780e-01	1.843156e-01
1.332425e+02	2.414049e-02	-2.425036e-02	4.839085e-02	-4.839085e-02	1.843156e-01
1.522771e+02	-9.368715e-02	-6.266068e-02	-3.102646e-02	3.102646e-02	1.843156e-01
1.713117e+02	-8.334868e-02	-1.010710e-01	1.772235e-02	-1.772235e-02	1.843156e-01
