x_nm	y_raw_nm	baseline_nm	y_corrected_nm	signal_nm	threshold_nm
0.000000e+00	-1.078180e-01	-7.659481e-02	-3.122322e-02	3.122322e-02	1.415547e-01
2.016255e+01	-1.792665e-02	-5.500136e-02	3.707470e-02	-3.707470e-02	1.415547e-01
4.032511e+01	2.961579e-02	-3.340790e-02	6.302369e-02	-6.302369e-02	1.415547e-01
6.048766e+01	3.905483e-02	-1.181444e-02	5.086927e-02	-5.086927e-02	1.415547e-01
8.065021e+01	-3.317020e-02	9.779016e-03	-4.294922e-02	4.294922e-02	1.415547e-01
1.008128e+02	-6.764010e-01	3.137248e-02	-7.077735e-01	7.077735e-01	1.415547e-01
1.209753e+02	-5.278344e-01	5.296593e-02	-5.808003e-01	5.808003e-01	1.415547e-01
1.411379e+02	-5.869872e-02	7.455938e-02	-1.332581e-01	1.332581e-01	1.415547e-01
1.613004e+02	1.536658e-01	9.615285e-02	5.751294e-02	-5.751294e-02	1.415547e-01
1.814630e+02	9.630613e-02	1.177463e-01	-2.144017e-02	2.144017e-02	1.415547e-01
2.016255e+02	1.549284e-01	1.393398e-01	1.558868e-02	-1.558868e-02	1.415547e-01
