x_nm	y_raw_nm	baseline_nm	y_corrected_nm	signal_nm	threshold_nm
0.000000e+00	1.123798e-02	-1.275450e-04	1.136553e-02	-1.136553e-02	2.934364e-01
1.816642e+01	2.390125e-02	2.635204e-02	-2.450787e-03	2.450787e-03	2.934364e-01
3.633285e+01	-2.932920e-02	5.283163e-02	-8.216083e-02	8.216083e-02	2.934364e-01
5.449927e+01	2.146419e-02	7.931122e-02	-5.784703e-02	5.784703e-02	2.934364e-01
7.266570e+01	2.136423e-02	1.057908e-01	-8.442658e-02	8.442658e-02	2.934364e-01
9.083212e+01	-5.131457e-01	1.322704e-01	-6.454161e-01	6.454161e-01	2.934364e-01
1.089986e+02	-1.308432e+00	1.587500e-01	-1.467182e+00	1.467182e+00	2.934364e-01
1.271650e+02	1.524547e-01	1.852296e-01	-3.277483e-02	3.277483e-02	2.934364e-01
1.453314e+02	2.431088e-01	2.117092e-01	3.139968e-02	-3.139968e-02	2.934364e-01
1.634978e+02	1.465905e-01	2.381887e-01	-9.159823e-02	9.159823e-02	2.934364e-01
1.816642e+02	3.473518e-01	2.646683e-01	8.268348e-02	-8.268348e-02	2.934364e-01
