x_nm	y_raw_nm	baseline_nm	y_corrected_nm	signal_nm	threshold_nm
0.000000e+00	-6.679566e-02	-9.586039e-02	2.906473e-02	-2.906473e-02	3.354201e-01
1.967070e+01	-1.548944e-01	-1.147946e-01	-4.009982e-02	4.009982e-02	3.354201e-01
3.934140e+01	-3.949933e-02	-1.337288e-01	9.422947e-02	-9.422947e-02	3.354201e-01
5.901210e+01	2.792605e-01	-1.526630e-01	4.319236e-01	-4.319236e-01	3.354201e-01
7.868279e+01	3.796471e-01	-1.715972e-01	5.512443e-01	-5.512443e-01	3.354201e-01
9.835349e+01	-3.594279e-03	-1.905314e-01	1.869371e-01	-1.869371e-01	3.354201e-01
1.180242e+02	-1.886566e+00	-2.094656e-01	-1.677101e+00	1.677101e+00	3.354201e-01
1.376949e+02	-8.361118e-01	-2.283998e-01	-6.077120e-01	6.077120e-01	3.354201e-01
1.573656e+02	5.314681e-02	-2.473340e-01	3.004809e-01	-3.004809e-01	3.354201e-01
1.770363e+02	3.354335e-02	-2.662682e-01	2.998116e-01	-2.998116e-01	3.354201e-01
1.967070e+02	-2.039163e-01	-2.852024e-01	8.128618e-02	-8.128618e-02	3.354201e-01
2.163777e+02	-3.743877e-01	-3.041367e-01	-7.025109e-02	7.025109e-02	3.354201e-01
