x_nm	y_raw_nm	baseline_nm	y_corrected_nm	signal_nm	threshold_nm
0.000000e+00	1.746709e-01	2.050490e-01	-3.037809e-02	3.037809e-02	3.748821e-01
1.907474e+01	2.202392e-01	1.912639e-01	2.897529e-02	-2.897529e-02	3.748821e-01
3.814949e+01	1.981658e-01	1.774788e-01	2.068702e-02	-2.068702e-02	3.748821e-01
5.722423e+01	3.960951e-01	1.636937e-01	2.324014e-01	-2.324014e-01	3.748821e-01
7.629898e+01	7.012691e-02	1.499086e-01	-7.978172e-02	7.978172e-02	3.748821e-01
9.537372e+01	7.568920e-02	1.361235e-01	-6.043434e-02	6.043434e-02	3.748821e-01
1.144485e+02	-1.068427e+00	1.223385e-01	-1.190765e+00	1.190765e+00	3.748821e-01
1.335232e+02	-1.765857e+00	1.085534e-01	-1.874410e+00	1.874410e+00	3.748821e-01
1.525979e+02	-1.489226e+00	9.476829e-02	-1.583994e+00	1.583994e+00	3.748821e-01
1.716727e+02	-5.176764e-01	8.098320e-02	-5.986596e-01	5.986596e-01	3.748821e-01
1.907474e+02	-3.864537e-01	6.719811e-02	-4.536518e-01	4.536518e-01	3.748821e-01
2.098222e+02	-1.334511e-01	5.341302e-02	-1.868641e-01	1.868641e-01	3.748821e-01
2.288969e+02	-1.282383e-01	3.962794e-02	-1.678662e-01	1.678662e-01	3.748821e-01
2.479717e+02	7.445733e-02	2.584286e-02	4.861447e-02	-4.861447e-02	3.748821e-01
2.670464e+02	-3.515391e-02	1.205777e-02	-4.721167e-02	4.721167e-02	3.748821e-01
