x_nm	y_raw_nm	baseline_nm	y_corrected_nm	signal_nm	threshold_nm
0.000000e+00	-2.502021e-02	-8.308798e-02	5.806778e-02	-5.806778e-02	3.530089e-01
1.876930e+01	-1.738706e-01	-1.080895e-01	-6.578113e-02	6.578113e-02	3.530089e-01
3.753860e+01	-2.168469e-01	-1.330910e-01	-8.375593e-02	8.375593e-02	3.530089e-01
5.630791e+01	-1.928948e-01	-1.580925e-01	-3.480226e-02	3.480226e-02	3.530089e-01
7.507721e+01	-2.452202e-02	-1.830940e-01	1.585720e-01	-1.585720e-01	3.530089e-01
9.384651e+01	-4.836265e-01	-2.080955e-01	-2.755310e-01	2.755310e-01	3.530089e-01
1.126158e+02	-1.260847e+00	-2.330970e-01	-1.027750e+00	1.027750e+00	3.530089e-01
1.313851e+02	-2.023143e+00	-2.580985e-01	-1.765044e+00	1.765044e+00	3.530089e-01
1.501544e+02	-4.181818e-01	-2.831000e-01	-1.350818e-01	1.350818e-01	3.530089e-01
1.689237e+02	-2.967491e-01	-3.081015e-01	1.135237e-02	-1.135237e-02	3.530089e-01
1.876930e+02	-3.367420e-01	-3.331030e-01	-3.639025e-03	3.639025e-03	3.530089e-01
