x_nm	y_raw_nm	baseline_nm	y_corrected_nm	signal_nm	threshold_nm
0.000000e+00	2.743363e-01	3.458651e-01	-7.152888e-02	7.152888e-02	3.893267e-01
1.870836e+01	4.412680e-01	3.552335e-01	8.603450e-02	-8.603450e-02	3.893267e-01
3.741672e+01	1.029468e-01	3.646019e-01	-2.616552e-01	2.616552e-01	3.893267e-01
5.612509e+01	2.785277e-02	3.739703e-01	-3.461176e-01	3.461176e-01	3.893267e-01
7.483345e+01	-3.769264e-01	3.833388e-01	-7.602651e-01	7.602651e-01	3.893267e-01
9.354181e+01	-1.453486e+00	3.927072e-01	-1.846193e+00	1.846193e+00	3.893267e-01
1.122502e+02	-1.544558e+00	4.020756e-01	-1.946633e+00	1.946633e+00	3.893267e-01
1.309585e+02	-8.730001e-01	4.114440e-01	-1.284444e+00	1.284444e+00	3.893267e-01
1.496669e+02	2.309213e-01	4.208124e-01	-1.898911e-01	1.898911e-01	3.893267e-01
1.683753e+02	3.711590e-01	4.301808e-01	-5.902174e-02	5.902174e-02	3.893267e-01
1.870836e+02	4.840653e-01	4.395492e-01	4.451612e-02	-4.451612e-02	3.893267e-01
