x_nm	y_raw_nm	baseline_nm	y_corrected_nm	signal_nm	threshold_nm
0.000000e+00	2.304733e-01	2.179815e-01	1.249179e-02	-1.249179e-02	3.274904e-01
2.034579e+01	1.739002e-01	1.956072e-01	-2.170703e-02	2.170703e-02	3.274904e-01
4.069158e+01	-4.710061e-02	1.732328e-01	-2.203335e-01	2.203335e-01	3.274904e-01
6.103737e+01	4.841385e-02	1.508585e-01	-1.024446e-01	1.024446e-01	3.274904e-01
8.138316e+01	-1.292142e-01	1.284842e-01	-2.576983e-01	2.576983e-01	3.274904e-01
1.017289e+02	-3.317117e-01	1.061098e-01	-4.378215e-01	4.378215e-01	3.274904e-01
1.220747e+02	-1.553717e+00	8.373547e-02	-1.637452e+00	1.637452e+00	3.274904e-01
1.424205e+02	-1.503250e+00	6.136114e-02	-1.564611e+00	1.564611e+00	3.274904e-01
1.627663e+02	-2.238215e-01	3.898680e-02	-2.628083e-01	2.628083e-01	3.274904e-01
1.831121e+02	1.990507e-01	1.661246e-02	1.824383e-01	-1.824383e-01	3.274904e-01
2.034579e+02	2.551489e-01	-5.761886e-03	2.609108e-01	-2.609108e-01	3.274904e-01
2.238037e+02	6.073961e-02	-2.813623e-02	8.887584e-02	-8.887584e-02	3.274904e-01
2.441495e+02	-1.301712e-01	-5.051057e-02	-7.966060e-02	7.966060e-02	3.274904e-01
