x_nm	y_raw_nm	baseline_nm	y_corrected_nm	signal_nm	threshold_nm
0.000000e+00	-1.088967e-01	-1.505005e-02	-9.384665e-02	9.384665e-02	2.487838e-01
1.947396e+01	1.347609e-01	1.574629e-02	1.190147e-01	-1.190147e-01	2.487838e-01
3.894791e+01	2.514022e-01	4.654263e-02	2.048596e-01	-2.048596e-01	2.487838e-01
5.842186e+01	-6.034176e-01	7.733897e-02	-6.807566e-01	6.807566e-01	2.487838e-01
7.789582e+01	-1.135784e+00	1.081353e-01	-1.243919e+00	1.243919e+00	2.487838e-01
9.736978e+01	-4.743128e-01	1.389317e-01	-6.132445e-01	6.132445e-01	2.487838e-01
1.168437e+02	-1.795343e-01	1.697280e-01	-3.492622e-01	3.492622e-01	2.487838e-01
1.363177e+02	-2.386499e-01	2.005243e-01	-4.391743e-01	4.391743e-01	2.487838e-01
1.557916e+02	1.238233e-01	2.313207e-01	-1.074973e-01	1.074973e-01	2.487838e-01
1.752656e+02	3.444464e-01	2.621170e-01	8.232933e-02	-8.232933e-02	2.487838e-01
