x_nm	y_raw_nm	baseline_nm	y_corrected_nm	signal_nm	threshold_nm
0.000000e+00	-3.029301e-01	-2.459874e-01	-5.694276e-02	5.694276e-02	2.333432e-01
2.121137e+01	-1.381006e-01	-1.977424e-01	5.964183e-02	-5.964183e-02	2.333432e-01
4.242273e+01	-8.730501e-02	-1.494975e-01	6.219248e-02	-6.219248e-02	2.333432e-01
6.363410e+01	-1.423569e-01	-1.012526e-01	-4.110438e-02	4.110438e-02	2.333432e-01
8.484547e+01	-8.326143e-01	-5.300763e-02	-7.796067e-01	7.796067e-01	2.333432e-01
1.060568e+02	-1.171479e+00	-4.762706e-03	-1.166716e+00	1.166716e+00	2.333432e-01
1.272682e+02	-8.706532e-02	4.348223e-02	-1.305476e-01	1.305476e-01	2.333432e-01
1.484796e+02	-4.445878e-02	9.172715e-02	-1.361859e-01	1.361859e-01	2.333432e-01
1.696909e+02	1.914809e-01	1.399721e-01	5.150879e-02	-5.150879e-02	2.333432e-01
1.909023e+02	2.208682e-01	1.882170e-01	3.265118e-02	-3.265118e-02	2.333432e-01
2.121137e+02	2.011117e-01	2.364619e-01	-3.535025e-02	3.535025e-02	2.333432e-01
