x_nm	y_raw_nm	baseline_nm	y_corrected_nm	signal_nm	threshold_nm
0.000000e+00	-6.153977e-02	-3.456391e-03	-5.808337e-02	5.808337e-02	5.176555e-01
1.899757e+01	4.875351e-02	-2.874372e-03	5.162789e-02	-5.162789e-02	5.176555e-01
3.799514e+01	1.936964e-01	-2.292354e-03	1.959887e-01	-1.959887e-01	5.176555e-01
5.699270e+01	3.648096e-02	-1.710335e-03	3.819130e-02	-3.819130e-02	5.176555e-01
7.599027e+01	-1.160399e+00	-1.128317e-03	-1.159271e+00	1.159271e+00	5.176555e-01
9.498784e+01	-2.588824e+00	-5.462985e-04	-2.588277e+00	2.588277e+00	5.176555e-01
1.139854e+02	-1.552805e+00	3.572010e-05	-1.552841e+00	1.552841e+00	5.176555e-01
1.329830e+02	-2.494865e-01	6.177386e-04	-2.501042e-01	2.501042e-01	5.176555e-01
1.519805e+02	1.109270e-01	1.199757e-03	1.097273e-01	-1.097273e-01	5.176555e-01
1.709781e+02	-1.014900e-01	1.781775e-03	-1.032718e-01	1.032718e-01	5.176555e-01
