x_nm	y_raw_nm	baseline_nm	y_corrected_nm	signal_nm	threshold_nm
0.000000e+00	3.455360e-01	1.635868e-01	1.819492e-01	-1.819492e-01	3.986769e-01
1.784975e+01	-6.064793e-03	2.154421e-01	-2.215069e-01	2.215069e-01	3.986769e-01
3.569951e+01	-1.857495e-03	2.672974e-01	-2.691548e-01	2.691548e-01	3.986769e-01
5.354926e+01	-4.761479e-02	3.191526e-01	-3.667674e-01	3.667674e-01	3.986769e-01
7.139902e+01	-3.759097e-01	3.710079e-01	-7.469176e-01	7.469176e-01	3.986769e-01
8.924877e+01	-1.226269e+00	4.228632e-01	-1.649132e+00	1.649132e+00	3.986769e-01
1.070985e+02	-1.518666e+00	4.747185e-01	-1.993385e+00	1.993385e+00	3.986769e-01
1.249483e+02	-4.657453e-02	5.265737e-01	-5.731483e-01	5.731483e-01	3.986769e-01
1.427980e+02	7.129415e-01	5.784290e-01	1.345125e-01	-1.345125e-01	3.986769e-01
1.606478e+02	5.353295e-01	6.302843e-01	-9.495482e-02	9.495482e-02	3.986769e-01
