x_nm	y_raw_nm	baseline_nm	y_corrected_nm	signal_nm	threshold_nm
0.000000e+00	4.806772e-02	-3.334312e-02	8.141084e-02	8.141084e-02	3.645794e-01
1.980159e+01	-9.754660e-02	-1.233359e-02	-8.521301e-02	-8.521301e-02	3.645794e-01
3.960318e+01	-1.951308e-01	8.675949e-03	-2.038068e-01	-2.038068e-01	3.645794e-01
5.940477e+01	1.476493e-03	2.968549e-02	-2.820899e-02	-2.820899e-02	3.645794e-01
7.920635e+01	3.605722e-01	5.069502e-02	3.098772e-01	3.098772e-01	3.645794e-01
9.900794e+01	6.130920e-01	7.170456e-02	5.413874e-01	5.413874e-01	3.645794e-01
1.188095e+02	1.043305e+00	9.271409e-02	9.505910e-01	9.505910e-01	3.645794e-01
1.386111e+02	1.654173e+00	1.137236e-01	1.540450e+00	1.540450e+00	3.645794e-01
1.584127e+02	1.957630e+00	1.347332e-01	1.822897e+00	1.822897e+00	3.645794e-01
1.782143e+02	1.598542e+00	1.557427e-01	1.442800e+00	1.442800e+00	3.645794e-01
1.980159e+02	8.123237e-01	1.767522e-01	6.355715e-01	6.355715e-01	3.645794e-01
2.178175e+02	3.364784e-01	1.977618e-01	1.387167e-01	1.387167e-01	3.645794e-01
2.376191e+02	3.827453e-01	2.187713e-01	1.639740e-01	1.639740e-01	3.645794e-01
2.574207e+02	2.077982e-01	2.397809e-01	-3.198265e-02	-3.198265e-02	3.645794e-01
2.772222e+02	2.965752e-01	2.607904e-01	3.578482e-02	3.578482e-02	3.645794e-01
