x_nm	y_raw_nm	baseline_nm	y_corrected_nm	signal_nm	threshold_nm
0.000000e+00	-1.119750e-01	-1.027999e-01	-9.175109e-03	9.175109e-03	3.677483e-01
1.915116e+01	-1.026120e-01	-1.191472e-01	1.653525e-02	-1.653525e-02	3.677483e-01
3.830233e+01	-1.548563e-01	-1.354945e-01	-1.936180e-02	1.936180e-02	3.677483e-01
5.745349e+01	-2.157993e-01	-1.518418e-01	-6.395754e-02	6.395754e-02	3.677483e-01
7.660465e+01	-1.771496e-01	-1.681891e-01	-8.960489e-03	8.960489e-03	3.677483e-01
9.575582e+01	-5.023204e-01	-1.845364e-01	-3.177840e-01	3.177840e-01	3.677483e-01
1.149070e+02	-2.039625e+00	-2.008836e-01	-1.838741e+00	1.838741e+00	3.677483e-01
1.340581e+02	-1.143212e+00	-2.172309e-01	-9.259813e-01	9.259813e-01	3.677483e-01
1.532093e+02	-6.625061e-01	-2.335782e-01	-4.289279e-01	4.289279e-01	3.677483e-01
1.723605e+02	-3.889491e-01	-2.499255e-01	-1.390236e-01	1.390236e-01	3.677483e-01
1.915116e+02	-3.943037e-01	-2.662728e-01	-1.280309e-01	1.280309e-01	3.677483e-01
2.106628e+02	-3.544065e-01	-2.826201e-01	-7.178641e-02	7.178641e-02	3.677483e-01
2.298140e+02	-2.345411e-01	-2.989674e-01	6.442627e-02	-6.442627e-02	3.677483e-01
