feature_id,area_px,area_nm2,equiv_diameter_nm,centroid_x_nm,centroid_y_nm,peak_z_nm,depth_nm
1,17,1627.6,45.52,3120.18,321.75,-3.7224,3.7149
2,12,1148.89,38.25,3207.76,331.05,-2.8559,2.8484
5,64,6127.43,88.33,1561.89,431.14,-4.0994,4.0918
9,6,574.45,27.04,1174.17,441.94,-2.2942,2.2866
12,132,12637.82,126.85,4392.01,576.04,-3.9566,3.949
14,6,574.45,27.04,375.08,598.5,-2.3773,2.3697
16,10,957.41,34.91,4479.45,642.86,-2.7968,2.7892
21,5,478.71,24.69,1156.56,810.18,-2.2981,2.2906
23,5,478.71,24.69,3017.61,878.67,-2.4239,2.4163
26,7,670.19,29.21,1643.84,1125.24,-2.4959,2.4883
29,6,574.45,27.04,1629.16,1174.17,-2.4983,2.4907
30,128,12254.86,124.91,2081.55,1245.72,-3.9471,3.9395
32,95,9095.4,107.61,3023.28,1365.13,-3.7141,3.7065
33,8,765.93,31.23,2961.11,1415.12,-2.4817,2.4741
35,18,1723.34,46.84,1088.28,1526.42,-2.9401,2.9325
36,8,765.93,31.23,1154.6,1536.2,-2.7278,2.7202
39,58,5552.98,84.08,4570.99,1721.27,-3.473,3.4655
40,13,1244.63,39.81,4475.39,1711.58,-2.5041,2.4965
41,145,13882.45,132.95,3487.28,1783.72,-3.5891,3.5815
42,63,6031.69,87.63,2299.72,1799.61,-3.5116,3.504
44,123,11776.15,122.45,1177.59,1847.41,-3.4535,3.4459
45,6,574.45,27.04,4500.98,1785.71,-2.6005,2.5929
50,9,861.67,33.12,1864.54,1830.83,-2.5503,2.5427
52,252,24126.75,175.27,3863.77,1930.39,-4.4263,4.4188
56,5,478.71,24.69,2383.56,1892.37,-2.2164,2.2088
61,24,2297.79,54.09,2327.14,1949.61,-3.1748,3.1673
64,6,574.45,27.04,1457.93,2242.34,-2.4016,2.394
66,70,6701.87,92.37,387.2,2315.63,-3.7623,3.7547
68,90,8616.69,104.74,1492.06,2334.09,-3.9388,3.9313
70,6,574.45,27.04,322.9,2330.4,-2.4542,2.4466
75,18,1723.34,46.84,3969.34,2413.57,-2.8346,2.827
77,6,574.45,27.04,1521.53,2416.83,-2.541,2.5334
79,199,19052.47,155.75,938.5,2513.64,-4.227,4.2194
80,114,10914.48,117.88,2903.15,2495.97,-3.8874,3.8798
84,573,54859.62,264.29,750.71,2647.16,-4.6591,4.6515
85,7,670.19,29.21,771.6,2528.66,-2.3011,2.2936
92,6,574.45,27.04,605.02,2685.91,-2.4814,2.4739
93,7,670.19,29.21,511.6,2748.11,-2.8871,2.8795
97,14,1340.37,41.31,1403.41,2759.3,-3.084,3.0764
99,5,478.71,24.69,1444.23,2780.82,-2.4595,2.4519
104,38,3638.16,68.06,2837.06,2959.11,-3.0981,3.0905
107,8,765.93,31.23,3221.62,3057.73,-2.7274,2.7199
110,7,670.19,29.21,4211.63,3126.92,-2.441,2.4334
114,17,1627.6,45.52,1994.36,3285.37,-2.8514,2.8438
115,9,861.67,33.12,2068.93,3275.71,-3.0628,3.0552
117,259,24796.93,177.69,2645.81,3551.52,-3.8497,3.8422
119,17,1627.6,45.52,4687.46,3493.15,-3.0163,3.0087
120,14,1340.37,41.31,3167.46,3507.13,-3.0278,3.0202
122,10,957.41,34.91,4644.81,3526.42,-2.7491,2.7416
124,235,22499.15,169.25,4211.85,3669.98,-4.4619,4.4543
130,126,12063.37,123.93,1777.56,3731.4,-4.5044,4.4969
142,10,957.41,34.91,2381.6,3950.1,-2.6051,2.5975
145,15,1436.12,42.76,4210.7,4184.61,-2.6812,2.6737
147,6,574.45,27.04,4269.41,4212.33,-2.6079,2.6004
152,123,11776.15,122.45,3589.41,4331.46,-4.1334,4.1258
153,24,2297.79,54.09,1770.22,4327.71,-3.4899,3.4823
155,24,2297.79,54.09,325.34,4354.62,-3.3257,3.3182
156,40,3829.64,69.83,1294.77,4382.58,-3.6284,3.6208
158,8,765.93,31.23,3694.96,4357.88,-2.2946,2.287
160,27,2585.01,57.37,1220.92,4389.72,-3.2595,3.2519
169,53,5074.28,80.38,4440.24,4654.58,-3.1665,3.1589
171,15,1436.12,42.76,1845.4,4655.58,-2.401,2.3934
172,20,1914.82,49.38,4682.97,4677.1,-2.9458,2.9382
173,8,765.93,31.23,1810.18,4679.55,-2.7805,2.7729
