feature_id,area_px,area_nm2,equiv_diameter_nm,centroid_x_nm,centroid_y_nm,peak_z_nm,depth_nm
2,102,9765.59,111.51,2583.75,514.47,-3.5466,3.5041
3,303,29009.54,192.19,3698.4,670.3,-4.4146,4.3721
5,5,478.71,24.69,3606.65,569.47,-2.0437,2.0012
7,254,24318.23,175.96,4300.01,729.5,-3.9718,3.9293
10,62,5935.95,86.94,2916.32,731.49,-3.4348,3.3923
12,52,4978.53,79.62,2837.57,744.96,-3.2455,3.203
17,5,478.71,24.69,4160.47,727.98,-2.2273,2.1848
18,17,1627.6,45.52,952.0,781.05,-2.7025,2.66
21,27,2585.01,57.37,995.87,808.51,-2.4713,2.4288
22,9,861.67,33.12,1665.58,776.26,-2.3147,2.2722
23,16,1531.86,44.16,4278.99,832.93,-2.5905,2.548
25,27,2585.01,57.37,2238.17,933.54,-2.7975,2.755
27,23,2202.04,52.95,3100.48,1043.56,-2.6011,2.5586
30,21,2010.56,50.6,3035.13,1076.32,-2.4311,2.3886
32,6,574.45,27.04,311.48,1079.58,-2.59,2.5475
34,13,1244.63,39.81,797.83,1196.75,-2.9579,2.9154
35,14,1340.37,41.31,851.27,1219.6,-2.8765,2.834
36,12,1148.89,38.25,306.59,1299.74,-3.0461,3.0036
38,157,15031.35,138.34,1203.96,1355.72,-3.0876,3.0451
40,5,478.71,24.69,2438.36,1373.78,-2.6127,2.5702
44,82,7850.77,99.98,2831.85,1628.44,-3.5275,3.485
47,6,574.45,27.04,4375.41,1730.27,-2.5493,2.5068
48,26,2489.27,56.3,4325.61,1771.41,-2.6904,2.6479
49,31,2967.97,61.47,4399.34,1795.97,-2.6809,2.6383
51,135,12925.04,128.28,2357.03,1885.48,-3.9662,3.9237
54,19,1819.08,48.13,3765.58,1859.61,-2.5542,2.5117
55,12,1148.89,38.25,3832.35,1860.73,-2.2968,2.2543
56,10,957.41,34.91,1986.3,1853.23,-2.4951,2.4526
60,12,1148.89,38.25,2323.87,1968.36,-2.4143,2.3718
62,5,478.71,24.69,4090.02,2064.58,-2.1712,2.1287
69,16,1531.86,44.16,462.94,2172.21,-2.4986,2.4561
70,17,1627.6,45.52,3176.01,2179.12,-2.6211,2.5786
71,84,8042.25,101.19,3260.76,2258.53,-3.0074,2.9649
73,25,2393.53,55.2,1268.1,2221.92,-2.9816,2.939
78,20,1914.82,49.38,1694.23,2411.45,-2.3485,2.306
79,20,1914.82,49.38,1750.98,2437.38,-3.0147,2.9722
81,131,12542.08,126.37,426.79,2641.51,-3.9035,3.861
88,23,2202.04,52.95,4369.1,2763.55,-3.1741,3.1316
89,242,23169.34,171.76,2498.67,2836.68,-4.7185,4.6759
90,10,957.41,34.91,4282.78,2766.14,-2.3559,2.3134
94,220,21063.03,163.76,3737.55,2946.05,-4.1583,4.1158
97,162,15510.05,140.53,1941.42,3032.06,-3.9219,3.8794
98,5,478.71,24.69,3804.31,3000.0,-2.4635,2.421
101,19,1819.08,48.13,929.55,3123.91,-3.1739,3.1314
102,11,1053.15,36.62,999.82,3118.66,-2.6351,2.5926
104,112,10723.0,116.85,4596.12,3175.06,-4.1249,4.0824
108,15,1436.12,42.76,549.25,3242.66,-2.534,2.4915
113,7,670.19,29.21,2585.97,3367.35,-2.3639,2.3214
115,120,11488.93,120.95,3208.01,3488.5,-3.5009,3.4584
119,5,478.71,24.69,547.95,3581.21,-2.1197,2.0772
120,6,574.45,27.04,494.13,3600.78,-2.2786,2.2361
122,7,670.19,29.21,1038.58,3730.78,-1.9861,1.9436
123,53,5074.28,80.38,1427.46,3774.88,-3.3699,3.3274
124,90,8616.69,104.74,1058.71,3826.05,-2.9365,2.894
129,140,13403.75,130.64,4055.21,4081.07,-3.2976,3.2551
140,57,5457.24,83.36,2673.12,4342.53,-3.0978,3.0553
143,41,3925.38,70.7,739.58,4360.89,-3.1705,3.128
146,17,1627.6,45.52,2011.63,4368.6,-3.0081,2.9656
147,12,1148.89,38.25,2571.75,4368.88,-2.5795,2.537
148,17,1627.6,45.52,2627.49,4410.04,-2.3731,2.3306
149,96,9191.14,108.18,1366.5,4518.71,-3.7009,3.6584
154,10,957.41,34.91,3322.9,4636.99,-2.2564,2.2139
