feature_id,area_px,area_nm2,equiv_diameter_nm,centroid_x_nm,centroid_y_nm,peak_z_nm,depth_nm
1,14,1340.37,41.31,2627.9,315.21,-3.9343,3.9009
2,5,478.71,24.69,2704.5,313.11,-3.4375,3.404
3,72,6893.36,93.69,4349.32,318.28,-5.4474,5.4139
10,118,11297.44,119.93,900.2,587.66,-4.3301,4.2967
12,7,670.19,29.21,4565.28,557.73,-2.5803,2.5469
17,58,5552.98,84.08,1708.45,761.86,-3.6925,3.659
20,27,2585.01,57.37,2370.08,810.32,-3.7687,3.7352
21,174,16658.94,145.64,3549.95,897.33,-5.3192,5.2857
24,41,3925.38,70.7,1661.97,942.44,-3.1869,3.1534
25,136,13020.78,128.76,4415.22,992.22,-5.6589,5.6255
29,6,574.45,27.04,1691.13,991.52,-2.4812,2.4477
30,9,861.67,33.12,3641.01,1050.23,-2.3012,2.2678
33,44,4212.61,73.24,960.91,1234.21,-3.4569,3.4234
37,60,5744.46,85.52,2767.78,1364.97,-4.3478,4.3144
39,94,8999.66,107.05,548.05,1471.98,-4.7387,4.7052
40,8,765.93,31.23,2780.09,1435.91,-2.9654,2.9319
43,58,5552.98,84.08,4682.0,1582.26,-6.2165,6.183
46,18,1723.34,46.84,3238.75,1590.02,-3.2163,3.1828
47,9,861.67,33.12,3276.8,1612.31,-2.8132,2.7798
48,140,13403.75,130.64,1304.03,1688.85,-3.9279,3.8944
50,76,7276.32,96.25,4113.45,1677.57,-3.8366,3.8031
53,266,25467.12,180.07,2733.47,1793.66,-5.3463,5.3129
58,6,574.45,27.04,4117.74,1769.41,-2.3163,2.2828
69,53,5074.28,80.38,3702.69,1997.38,-3.687,3.6536
73,285,27286.2,186.39,1501.7,2149.07,-6.1216,6.0881
75,148,14169.68,134.32,1995.95,2144.38,-5.2076,5.1741
77,25,2393.53,55.2,4689.63,2280.63,-3.5768,3.5433
78,37,3542.42,67.16,3915.48,2404.93,-3.5206,3.4871
80,121,11584.67,121.45,3484.42,2448.77,-4.4717,4.4382
82,90,8616.69,104.74,417.05,2509.13,-4.3267,4.2932
86,245,23456.56,172.82,2270.02,2826.15,-5.4947,5.4613
87,182,17424.87,148.95,1047.99,3059.77,-4.8863,4.8528
90,188,17999.32,151.39,4412.5,3095.41,-4.8822,4.8488
91,9,861.67,33.12,3880.19,3031.09,-2.5435,2.51
94,15,1436.12,42.76,3319.63,3061.97,-2.8546,2.8212
98,5,478.71,24.69,4301.37,3078.28,-2.5907,2.5572
109,102,9765.59,111.51,2155.42,3461.21,-4.7259,4.6925
111,6,574.45,27.04,2336.92,3445.86,-2.4056,2.3722
112,46,4404.09,74.88,1470.69,3503.36,-3.734,3.7005
114,5,478.71,24.69,2407.05,3483.37,-2.1985,2.165
118,11,1053.15,36.62,3476.25,3528.73,-2.6571,2.6236
119,5,478.71,24.69,4170.25,3594.91,-2.2507,2.2172
120,68,6510.39,91.05,1061.64,3657.05,-4.0191,3.9857
122,86,8233.73,102.39,4415.87,3807.74,-3.7949,3.7614
126,49,4691.31,77.29,2519.47,3860.78,-3.7997,3.7662
128,62,5935.95,86.94,591.82,3894.01,-3.5815,3.548
129,144,13786.71,132.49,3177.86,3986.53,-4.088,4.0545
134,10,957.41,34.91,3843.44,4116.44,-2.8195,2.7861
137,71,6797.61,93.03,1119.59,4200.41,-4.1202,4.0867
138,25,2393.53,55.2,2390.22,4180.82,-3.0936,3.0601
142,17,1627.6,45.52,1871.76,4278.23,-2.7629,2.7294
144,5,478.71,24.69,1902.15,4307.24,-2.5667,2.5332
146,255,24413.97,176.31,3738.46,4578.34,-4.5051,4.4716
149,35,3350.94,65.32,4441.99,4534.25,-3.2265,3.1931
151,7,670.19,29.21,387.2,4598.83,-2.5265,2.493
152,7,670.19,29.21,419.35,4605.81,-2.5721,2.5386
155,5,478.71,24.69,3831.7,4655.58,-2.1953,2.1618
156,5,478.71,24.69,1896.28,4692.76,-2.2664,2.233
158,5,478.71,24.69,2731.9,4690.8,-2.651,2.6175
