x_nm	y_raw_nm	baseline_nm	y_corrected_nm	signal_nm	threshold_nm
0.000000e+00	2.574719e-01	2.631600e-01	-5.688114e-03	-5.688114e-03	1.624145e-01
1.776643e+01	2.854335e-01	2.729027e-01	1.253081e-02	1.253081e-02	1.624145e-01
3.553287e+01	3.338636e-01	2.826454e-01	5.121829e-02	5.121829e-02	1.624145e-01
5.329930e+01	5.707918e-01	2.923880e-01	2.784038e-01	2.784038e-01	1.624145e-01
7.106573e+01	7.283874e-01	3.021307e-01	4.262567e-01	4.262567e-01	1.624145e-01
8.883217e+01	9.723098e-01	3.118733e-01	6.604365e-01	6.604365e-01	1.624145e-01
1.065986e+02	1.127906e+00	3.216160e-01	8.062905e-01	8.062905e-01	1.624145e-01
1.243650e+02	1.143431e+00	3.313587e-01	8.120724e-01	8.120724e-01	1.624145e-01
1.421315e+02	7.796633e-01	3.411013e-01	4.385619e-01	4.385619e-01	1.624145e-01
1.598979e+02	5.674133e-01	3.508440e-01	2.165693e-01	2.165693e-01	1.624145e-01
1.776643e+02	3.097878e-01	3.605867e-01	-5.079887e-02	-5.079887e-02	1.624145e-01
1.954308e+02	3.007478e-01	3.703293e-01	-6.958152e-02	-6.958152e-02	1.624145e-01
2.131972e+02	4.428108e-01	3.800720e-01	6.273883e-02	6.273883e-02	1.624145e-01
