x_nm	y_raw_nm	baseline_nm	y_corrected_nm	signal_nm	threshold_nm
0.000000e+00	-1.579002e-01	-6.789444e-02	-9.000574e-02	9.000574e-02	2.090272e-01
1.895136e+01	7.399812e-03	-9.615973e-02	1.035595e-01	-1.035595e-01	2.090272e-01
3.790272e+01	1.110612e-01	-1.244250e-01	2.354862e-01	-2.354862e-01	2.090272e-01
5.685409e+01	1.042356e-01	-1.526903e-01	2.569259e-01	-2.569259e-01	2.090272e-01
7.580545e+01	-7.146371e-02	-1.809556e-01	1.094919e-01	-1.094919e-01	2.090272e-01
9.475681e+01	-3.688041e-01	-2.092209e-01	-1.595832e-01	1.595832e-01	2.090272e-01
1.137082e+02	-1.282622e+00	-2.374862e-01	-1.045136e+00	1.045136e+00	2.090272e-01
1.326595e+02	-6.295482e-01	-2.657515e-01	-3.637967e-01	3.637967e-01	2.090272e-01
1.516109e+02	-5.247136e-01	-2.940168e-01	-2.306968e-01	2.306968e-01	2.090272e-01
1.705623e+02	-6.127550e-01	-3.222821e-01	-2.904729e-01	2.904729e-01	2.090272e-01
1.895136e+02	-5.373927e-01	-3.505474e-01	-1.868453e-01	1.868453e-01	2.090272e-01
2.084650e+02	-4.378988e-01	-3.788127e-01	-5.908611e-02	5.908611e-02	2.090272e-01
2.274163e+02	-3.615457e-01	-4.070780e-01	4.553230e-02	-4.553230e-02	2.090272e-01
