power_limit_mw,voltage_v,measured_mw,reading_index,timestamp_iso,status
100.000,1.9000,41.1895,770,2026-03-16T13:42:18.706670+00:00,OK
100.000,1.9500,42.3181,771,2026-03-16T13:42:19.794370+00:00,OK
100.000,2.0000,43.4325,772,2026-03-16T13:42:20.860101+00:00,OK
100.000,2.0500,44.5186,773,2026-03-16T13:42:21.909819+00:00,OK
100.000,2.1000,45.6503,774,2026-03-16T13:42:22.977715+00:00,OK
100.000,2.1500,46.7464,775,2026-03-16T13:42:24.028951+00:00,OK
100.000,2.2000,47.8538,776,2026-03-16T13:42:25.097502+00:00,OK
100.000,2.2500,48.9662,777,2026-03-16T13:42:26.181759+00:00,OK
100.000,2.3000,50.0451,778,2026-03-16T13:42:27.232021+00:00,ABORT_SAFETY
150.000,0.0000,0.0044,779,2026-03-16T13:42:28.432719+00:00,OK
150.000,0.0500,0.3681,780,2026-03-16T13:42:29.485068+00:00,OK
150.000,0.1000,1.9668,781,2026-03-16T13:42:30.587125+00:00,OK
150.000,0.1500,3.5864,782,2026-03-16T13:42:31.653205+00:00,OK
150.000,0.2000,5.2166,783,2026-03-16T13:42:32.686913+00:00,OK
150.000,0.2500,6.8558,784,2026-03-16T13:42:33.754972+00:00,OK
150.000,0.3000,8.5183,785,2026-03-16T13:42:34.840523+00:00,OK
150.000,0.3500,10.1851,786,2026-03-16T13:42:35.874975+00:00,OK
150.000,0.4000,11.8333,787,2026-03-16T13:42:36.932417+00:00,OK
150.000,0.4500,13.4926,788,2026-03-16T13:42:37.992245+00:00,OK
150.000,0.5000,15.1621,789,2026-03-16T13:42:39.044885+00:00,OK
150.000,0.5500,16.8087,790,2026-03-16T13:42:40.131456+00:00,OK
150.000,0.6000,18.4395,791,2026-03-16T13:42:41.229459+00:00,OK
150.000,0.6500,20.0762,792,2026-03-16T13:42:42.292922+00:00,OK
150.000,0.7000,21.7505,793,2026-03-16T13:42:43.381223+00:00,OK
150.000,0.7500,23.4375,794,2026-03-16T13:42:44.381861+00:00,OK
150.000,0.8000,25.1209,795,2026-03-16T13:42:45.449526+00:00,OK
150.000,0.8500,26.8376,796,2026-03-16T13:42:46.551404+00:00,OK
150.000,0.9000,28.5392,797,2026-03-16T13:42:47.693552+00:00,OK
150.000,0.9500,30.2367,798,2026-03-16T13:42:48.753484+00:00,OK
150.000,1.0000,31.9180,799,2026-03-16T13:42:49.837285+00:00,OK
150.000,1.0500,33.5953,800,2026-03-16T13:42:50.891820+00:00,OK
150.000,1.1000,35.2400,801,2026-03-16T13:42:51.924194+00:00,OK
150.000,1.1500,36.8808,802,2026-03-16T13:42:52.991157+00:00,OK
150.000,1.2000,38.5205,803,2026-03-16T13:42:54.042945+00:00,OK
150.000,1.2500,40.2089,804,2026-03-16T13:42:55.092588+00:00,OK
150.000,1.3000,41.9033,805,2026-03-16T13:42:56.144158+00:00,OK
150.000,1.3500,43.5846,806,2026-03-16T13:42:57.195988+00:00,OK
150.000,1.4000,45.2325,807,2026-03-16T13:42:58.291912+00:00,OK
150.000,1.4500,46.8823,808,2026-03-16T13:42:59.332985+00:00,OK
150.000,1.5000,48.5433,809,2026-03-16T13:43:00.431694+00:00,OK
150.000,1.5500,50.0705,810,2026-03-16T13:43:01.533059+00:00,ABORT_SAFETY
200.000,0.0000,0.0043,811,2026-03-16T13:43:02.733559+00:00,OK
200.000,0.0500,0.9038,812,2026-03-16T13:43:03.784556+00:00,OK
200.000,0.1000,3.0474,813,2026-03-16T13:43:04.818978+00:00,OK
200.000,0.1500,5.1977,814,2026-03-16T13:43:05.854004+00:00,OK
200.000,0.2000,7.3795,815,2026-03-16T13:43:06.904890+00:00,OK
200.000,0.2500,9.5747,816,2026-03-16T13:43:07.956257+00:00,OK
200.000,0.3000,11.7841,817,2026-03-16T13:43:09.031221+00:00,OK
200.000,0.3500,13.9955,818,2026-03-16T13:43:10.092457+00:00,OK
200.000,0.4000,16.1688,819,2026-03-16T13:43:11.142606+00:00,OK
200.000,0.4500,18.3439,820,2026-03-16T13:43:12.210096+00:00,OK
200.000,0.5000,20.5366,821,2026-03-16T13:43:13.244581+00:00,OK
200.000,0.5500,22.7612,822,2026-03-16T13:43:14.295430+00:00,OK
200.000,0.6000,25.0073,823,2026-03-16T13:43:15.431511+00:00,OK
200.000,0.6500,27.2443,824,2026-03-16T13:43:16.532229+00:00,OK
200.000,0.7000,29.4833,825,2026-03-16T13:43:17.582156+00:00,OK
200.000,0.7500,31.7122,826,2026-03-16T13:43:18.683614+00:00,OK
200.000,0.8000,33.9086,827,2026-03-16T13:43:19.741881+00:00,OK
200.000,0.8500,36.0847,828,2026-03-16T13:43:20.793131+00:00,OK
200.000,0.9000,38.3085,829,2026-03-16T13:43:21.877053+00:00,OK
200.000,0.9500,40.5222,830,2026-03-16T13:43:22.937510+00:00,OK
200.000,1.0000,42.7693,831,2026-03-16T13:43:23.988745+00:00,OK
200.000,1.0500,45.0104,832,2026-03-16T13:43:25.056403+00:00,OK
200.000,1.1000,47.1845,833,2026-03-16T13:43:26.141024+00:00,OK
200.000,1.1500,49.3110,834,2026-03-16T13:43:27.176331+00:00,OK
200.000,1.2000,51.3837,835,2026-03-16T13:43:28.243769+00:00,ABORT_SAFETY
300.000,0.0000,0.0044,836,2026-03-16T13:43:29.477034+00:00,OK
300.000,0.0500,1.9825,837,2026-03-16T13:43:30.545987+00:00,OK
300.000,0.1000,5.2044,838,2026-03-16T13:43:31.646148+00:00,OK
300.000,0.1500,8.4492,839,2026-03-16T13:43:32.730155+00:00,OK
300.000,0.2000,11.7366,840,2026-03-16T13:43:33.748556+00:00,OK
300.000,0.2500,15.0159,841,2026-03-16T13:43:34.783664+00:00,OK
300.000,0.3000,18.2881,842,2026-03-16T13:43:35.884009+00:00,OK
300.000,0.3500,21.5671,843,2026-03-16T13:43:36.934965+00:00,OK
300.000,0.4000,24.9039,844,2026-03-16T13:43:38.036078+00:00,OK
300.000,0.4500,28.2462,845,2026-03-16T13:43:39.087157+00:00,OK
300.000,0.5000,31.5621,846,2026-03-16T13:43:40.145327+00:00,OK
300.000,0.5500,34.8364,847,2026-03-16T13:43:41.206030+00:00,OK
300.000,0.6000,38.0753,848,2026-03-16T13:43:42.256644+00:00,OK
300.000,0.6500,41.3629,849,2026-03-16T13:43:43.279332+00:00,OK
300.000,0.7000,44.7224,850,2026-03-16T13:43:44.358400+00:00,OK
300.000,0.7500,47.9511,851,2026-03-16T13:43:45.392895+00:00,OK
300.000,0.8000,51.0845,852,2026-03-16T13:43:46.477853+00:00,ABORT_SAFETY
330.000,0.0000,0.0043,853,2026-03-16T13:43:47.679880+00:00,OK
330.000,0.0500,2.3144,854,2026-03-16T13:43:48.770643+00:00,OK
330.000,0.1000,5.8539,855,2026-03-16T13:43:49.797173+00:00,OK
330.000,0.1500,9.4283,856,2026-03-16T13:43:50.882167+00:00,OK
330.000,0.2000,13.0418,857,2026-03-16T13:43:51.933146+00:00,OK
330.000,0.2500,16.6416,858,2026-03-16T13:43:53.000758+00:00,OK
330.000,0.3000,20.2103,859,2026-03-16T13:43:54.052865+00:00,OK
330.000,0.3500,23.8959,860,2026-03-16T13:43:55.102498+00:00,OK
330.000,0.4000,27.5617,861,2026-03-16T13:43:56.137363+00:00,OK
330.000,0.4500,31.1960,862,2026-03-16T13:43:57.179278+00:00,OK
330.000,0.5000,34.8141,863,2026-03-16T13:43:58.239529+00:00,OK
330.000,0.5500,38.3887,864,2026-03-16T13:43:59.306622+00:00,OK
330.000,0.6000,42.0200,865,2026-03-16T13:44:00.340904+00:00,OK
330.000,0.6500,45.6371,866,2026-03-16T13:44:01.392200+00:00,OK
330.000,0.7000,49.1781,867,2026-03-16T13:44:02.478419+00:00,OK
330.000,0.7500,52.6157,868,2026-03-16T13:44:03.491353+00:00,ABORT_SAFETY
