feature_id,area_px,area_nm2,equiv_diameter_nm,centroid_x_nm,centroid_y_nm,peak_z_nm,depth_nm
1,5,478.71,24.69,1371.82,307.24,-2.455,2.4394
2,7,670.19,29.21,2521.67,318.7,-2.3328,2.3172
3,10,957.41,34.91,3000.0,321.92,-2.6153,2.5997
4,7,670.19,29.21,3069.61,327.09,-2.3365,2.321
5,30,2872.23,60.47,4486.63,336.59,-3.187,3.1714
6,24,2297.79,54.09,4576.81,342.47,-2.6488,2.6332
12,5,478.71,24.69,796.48,454.01,-2.3045,2.2889
14,5,478.71,24.69,845.4,487.28,-2.234,2.2185
15,7,670.19,29.21,2250.49,645.79,-2.153,2.1374
17,313,29966.95,195.33,2733.82,803.25,-4.8,4.7844
18,31,2967.97,61.47,899.56,777.73,-2.4742,2.4587
19,53,5074.28,80.38,3665.58,793.3,-2.9908,2.9753
21,11,1053.15,36.62,2870.49,835.26,-2.7422,2.7266
24,102,9765.59,111.51,1475.58,991.42,-3.5708,3.5552
25,78,7467.8,97.51,1378.14,1073.56,-2.9071,2.8916
29,11,1053.15,36.62,644.01,1168.83,-2.4411,2.4255
32,10,957.41,34.91,2029.35,1345.4,-2.6162,2.6006
33,211,20201.36,160.38,3800.51,1602.89,-3.6971,3.6815
34,18,1723.34,46.84,493.04,1740.05,-2.8077,2.7922
35,27,2585.01,57.37,431.62,1785.17,-2.8259,2.8104
38,32,3063.71,62.46,3199.3,1867.05,-3.5245,3.5089
39,14,1340.37,41.31,3263.21,1856.3,-2.7313,2.7157
40,188,17999.32,151.39,2381.54,2038.14,-4.0229,4.0074
42,68,6510.39,91.05,1685.13,2118.25,-3.817,3.8015
44,6,574.45,27.04,3851.92,2053.16,-2.1783,2.1627
47,10,957.41,34.91,1772.99,2124.27,-2.7535,2.7379
49,6,574.45,27.04,1011.09,2193.41,-2.3323,2.3167
51,227,21733.22,166.35,3103.53,2358.08,-4.0586,4.043
52,6,574.45,27.04,1943.9,2310.83,-2.4303,2.4147
53,14,1340.37,41.31,4268.24,2541.93,-2.4484,2.4329
54,13,1244.63,39.81,1326.96,2598.98,-2.4364,2.4208
55,12,1148.89,38.25,1276.91,2601.92,-2.8988,2.8833
57,74,7084.84,94.98,3951.45,2671.63,-2.9601,2.9446
58,6,574.45,27.04,3900.85,2640.25,-2.2101,2.1945
62,299,28626.58,190.91,2110.16,3058.01,-4.3716,4.356
63,5,478.71,24.69,2160.47,2941.29,-2.0942,2.0787
64,7,670.19,29.21,763.21,2994.13,-2.6778,2.6623
71,29,2776.49,59.46,2513.33,3221.2,-2.8788,2.8633
72,21,2010.56,50.6,2454.1,3238.28,-2.5116,2.496
74,183,17520.61,149.36,647.61,3286.07,-4.008,3.9925
77,326,31211.58,199.35,4486.78,3404.04,-4.0797,4.0642
83,7,670.19,29.21,1218.9,3454.01,-2.4363,2.4207
84,290,27764.91,188.02,3455.97,3555.6,-4.224,4.2085
86,36,3446.68,66.25,2890.85,3623.34,-2.6875,2.672
88,9,861.67,33.12,2833.22,3610.57,-2.3638,2.3482
91,6,574.45,27.04,2845.73,3666.01,-2.2415,2.226
92,58,5552.98,84.08,585.23,3796.48,-2.9368,2.9212
93,292,27956.39,188.67,1884.43,3884.1,-4.4413,4.4258
96,5,478.71,24.69,522.5,3853.23,-2.1459,2.1303
97,113,10818.74,117.37,584.57,3936.23,-2.927,2.9114
102,5,478.71,24.69,4015.66,3974.56,-2.0971,2.0816
103,29,2776.49,59.46,4063.7,4017.48,-2.9369,2.9214
105,13,1244.63,39.81,4009.48,4038.84,-2.7534,2.7378
106,5,478.71,24.69,483.37,4019.57,-2.1784,2.1629
110,63,6031.69,87.63,2950.33,4206.35,-3.2648,3.2492
111,39,3733.9,68.95,3034.02,4201.67,-3.1016,3.086
113,27,2585.01,57.37,2340.0,4218.67,-2.7776,2.7621
114,13,1244.63,39.81,2276.08,4208.94,-2.7873,2.7717
116,234,22403.41,168.89,1721.86,4313.81,-4.0446,4.029
120,32,3063.71,62.46,314.33,4331.89,-3.1512,3.1357
122,6,574.45,27.04,357.14,4363.99,-2.4057,2.3902
126,12,1148.89,38.25,4028.86,4555.61,-2.5257,2.5102
128,12,1148.89,38.25,4605.35,4633.07,-2.9477,2.9321
