timestamp,temperature,humidity
2025-09-30 16:17:30,22.79,52.29
2025-09-30 16:17:32,22.80,52.27
2025-09-30 16:17:34,22.82,52.30
2025-09-30 16:17:36,22.80,52.26
2025-09-30 16:17:38,22.82,52.25
2025-09-30 16:17:40,22.80,52.20
2025-09-30 16:17:42,22.81,52.23
2025-09-30 16:17:44,22.78,52.26
2025-09-30 16:17:46,22.81,52.24
2025-09-30 16:17:48,22.82,52.23
2025-09-30 16:17:50,22.81,52.28
2025-09-30 16:17:52,22.80,52.28
2025-09-30 16:17:54,22.80,52.28
2025-09-30 16:17:56,22.81,52.28
2025-09-30 16:17:58,23.10,62.51
2025-09-30 16:18:00,23.04,69.23
2025-09-30 16:18:02,23.02,69.43
2025-09-30 16:18:04,23.00,66.37
2025-09-30 16:18:06,22.98,63.00
2025-09-30 16:18:08,22.99,60.35
2025-09-30 16:18:10,22.99,58.34
2025-09-30 16:18:12,22.95,56.90
2025-09-30 16:18:14,22.94,55.97
2025-09-30 16:18:16,22.95,55.26
2025-09-30 16:18:18,22.94,54.79
2025-09-30 16:18:20,22.95,54.40
2025-09-30 16:18:22,22.94,53.95
2025-09-30 16:18:24,22.94,53.78
2025-09-30 16:18:26,22.94,53.72
2025-09-30 16:18:28,22.94,53.55
2025-09-30 16:18:30,22.94,53.36
2025-09-30 16:18:32,22.95,53.20
2025-09-30 16:18:34,22.91,53.10
2025-09-30 16:18:36,22.93,53.09
2025-09-30 16:18:38,22.92,53.01
2025-09-30 16:18:40,22.93,52.90
2025-09-30 16:18:42,22.93,52.84
2025-09-30 16:18:44,22.91,52.79
2025-09-30 16:18:46,22.91,52.76
2025-09-30 16:18:48,22.91,52.68
2025-09-30 16:18:50,22.90,52.64
2025-09-30 16:18:52,22.90,52.61
2025-09-30 16:18:54,22.89,52.56
2025-09-30 16:18:56,22.89,52.56
2025-09-30 16:18:58,22.90,52.54
2025-09-30 16:19:00,22.90,52.50
2025-09-30 16:19:02,22.88,52.48
2025-09-30 16:19:04,22.91,53.01
2025-09-30 16:19:06,22.88,53.50
2025-09-30 16:19:08,22.90,53.44
2025-09-30 16:19:10,22.89,53.20
2025-09-30 16:19:12,22.89,52.96
2025-09-30 16:19:14,22.90,52.86
2025-09-30 16:19:16,22.89,53.37
2025-09-30 16:19:18,22.89,53.29
2025-09-30 16:19:20,22.87,53.12
2025-09-30 16:19:22,22.89,53.00
2025-09-30 16:19:24,22.89,52.78
2025-09-30 16:19:26,22.89,52.75
2025-09-30 16:19:28,22.89,52.74
2025-09-30 16:19:30,22.86,52.73
2025-09-30 16:19:32,22.87,52.70
2025-09-30 16:19:34,22.86,52.67
2025-09-30 16:19:36,22.89,52.66
2025-09-30 16:19:38,22.89,52.68
2025-09-30 16:19:40,22.89,52.67
2025-09-30 16:19:42,22.87,52.65
2025-09-30 16:19:44,22.95,53.13
2025-09-30 16:19:46,22.95,53.13
2025-09-30 16:19:48,22.95,53.13
2025-09-30 16:19:50,22.95,53.13
2025-09-30 16:19:52,22.95,53.13
2025-09-30 16:19:54,22.95,53.13
2025-09-30 16:19:56,22.95,53.13
2025-09-30 16:19:58,22.95,53.13
2025-09-30 16:20:00,22.95,53.13
2025-09-30 16:20:02,22.95,53.13
2025-09-30 16:20:04,22.95,53.13
2025-09-30 16:20:06,22.95,53.13
2025-09-30 16:20:08,22.95,53.13
2025-09-30 16:20:10,22.95,53.13
2025-09-30 16:20:12,22.95,53.13
2025-09-30 16:20:14,22.95,53.13
2025-09-30 16:20:16,22.95,53.13
2025-09-30 16:20:18,22.95,53.13
2025-09-30 16:20:20,22.95,53.13
2025-09-30 16:20:22,22.95,53.13
2025-09-30 16:20:24,22.95,53.13
2025-09-30 16:20:26,22.95,53.13
2025-09-30 16:20:28,22.95,53.13
2025-09-30 16:20:30,22.95,53.13
2025-09-30 16:20:32,22.95,53.13
2025-09-30 16:20:34,22.95,53.13
2025-09-30 16:20:36,22.95,53.13
2025-09-30 16:20:38,22.95,53.13
2025-09-30 16:20:40,22.95,53.13
2025-09-30 16:20:42,22.95,53.13
2025-09-30 16:20:44,22.95,53.13
2025-09-30 16:20:46,22.95,53.13
2025-09-30 16:20:48,22.95,53.13
2025-09-30 16:20:50,22.95,53.13
2025-09-30 16:20:52,22.95,53.13
2025-09-30 16:20:54,22.95,53.13
2025-09-30 16:20:56,22.95,53.13
2025-09-30 16:20:58,22.95,53.13
2025-09-30 16:21:00,22.95,53.13
2025-09-30 16:21:02,22.95,53.13
2025-09-30 16:21:04,22.95,53.13
2025-09-30 16:21:06,22.95,53.13
2025-09-30 16:21:08,22.95,53.13
2025-09-30 16:21:10,22.95,53.13
2025-09-30 16:21:12,22.95,53.13
2025-09-30 16:21:14,22.95,53.13
2025-09-30 16:21:16,22.95,53.13
2025-09-30 16:21:18,22.95,53.13
2025-09-30 16:21:20,22.95,53.13
2025-09-30 16:21:22,22.95,53.13
2025-09-30 16:21:24,22.95,53.13
2025-09-30 16:21:26,22.95,53.13
2025-09-30 16:21:28,22.95,53.13
2025-09-30 16:21:30,22.95,53.13
2025-09-30 16:21:32,22.95,53.13
2025-09-30 16:21:34,22.95,53.13
2025-09-30 16:21:36,22.95,53.13
2025-09-30 16:21:38,22.95,53.13
2025-09-30 16:21:40,22.95,53.13
2025-09-30 16:21:42,22.95,53.13
2025-09-30 16:21:44,22.95,53.13
2025-09-30 16:21:46,22.95,53.13
2025-09-30 16:21:48,22.95,53.13
2025-09-30 16:21:50,22.95,53.13
2025-09-30 16:21:52,22.95,53.13
2025-09-30 16:21:54,22.95,53.13
2025-09-30 16:21:56,22.95,53.13
2025-09-30 16:21:58,22.95,53.13
2025-09-30 16:22:00,22.95,53.13
2025-09-30 16:22:02,22.95,53.13
2025-09-30 16:22:04,22.95,53.13
2025-09-30 16:22:06,22.95,53.13
2025-09-30 16:22:08,22.95,53.13
2025-09-30 16:22:10,22.95,53.13
2025-09-30 16:22:12,22.95,53.13
2025-09-30 16:22:14,22.95,53.13
2025-09-30 16:22:16,22.95,53.13
2025-09-30 16:22:18,22.95,53.13
2025-09-30 16:22:20,22.95,53.13
2025-09-30 16:22:22,22.95,53.13
2025-09-30 16:22:24,22.95,53.13
2025-09-30 16:22:26,22.95,53.13
2025-09-30 16:22:28,22.95,53.13
2025-09-30 16:22:30,22.95,53.13
2025-09-30 16:22:32,22.95,53.13
2025-09-30 16:22:34,22.95,53.13
2025-09-30 16:22:36,22.95,53.13
2025-09-30 16:22:38,22.95,53.13
2025-09-30 16:22:40,22.95,53.13
2025-09-30 16:22:42,22.95,53.13
2025-09-30 16:22:44,22.95,53.13
2025-09-30 16:22:46,22.95,53.13
2025-09-30 16:22:48,22.95,53.13
2025-09-30 16:22:50,22.95,53.13
2025-09-30 16:22:52,22.95,53.13
2025-09-30 16:22:54,22.95,53.13
2025-09-30 16:22:56,22.95,53.13
2025-09-30 16:22:58,22.95,53.13
2025-09-30 16:23:00,22.95,53.13
2025-09-30 16:23:02,22.95,53.13
2025-09-30 16:23:04,22.95,53.13
2025-09-30 16:23:06,22.95,53.13
2025-09-30 16:23:08,22.95,53.13
2025-09-30 16:23:10,22.95,53.13
2025-09-30 16:23:12,22.95,53.13
2025-09-30 16:23:14,22.95,53.13
2025-09-30 16:23:16,22.95,53.13
2025-09-30 16:23:18,22.95,53.13
2025-09-30 16:23:20,22.95,53.13
2025-09-30 16:23:22,22.95,53.13
2025-09-30 16:23:24,22.95,53.13
2025-09-30 16:23:26,22.95,53.13
2025-09-30 16:23:28,22.95,53.13
2025-09-30 16:23:30,22.95,53.13
2025-09-30 16:23:32,22.95,53.13
2025-09-30 16:23:34,22.95,53.13
2025-09-30 16:23:36,22.95,53.13
2025-09-30 16:23:38,22.95,53.13
2025-09-30 16:23:40,22.95,53.13
2025-09-30 16:23:42,22.95,53.13
2025-09-30 16:23:44,22.95,53.13
2025-09-30 16:23:46,22.95,53.13
2025-09-30 16:23:48,22.95,53.13
2025-09-30 16:23:50,22.95,53.13
2025-09-30 16:23:52,22.95,53.13
2025-09-30 16:23:54,22.95,53.13
2025-09-30 16:23:56,22.95,53.13
2025-09-30 16:23:58,22.95,53.13
2025-09-30 16:24:00,22.95,53.13
2025-09-30 16:24:02,22.95,53.13
2025-09-30 16:24:04,22.95,53.13
2025-09-30 16:24:06,22.95,53.13
2025-09-30 16:24:08,22.95,53.13
2025-09-30 16:24:10,22.95,53.13
2025-09-30 16:24:13,22.95,53.13
2025-09-30 16:24:15,22.95,53.13
2025-09-30 16:24:17,22.95,53.13
2025-09-30 16:24:19,22.95,53.13
2025-09-30 16:24:21,22.95,53.13
2025-09-30 16:24:23,22.95,53.13
2025-09-30 16:24:25,22.95,53.13
2025-09-30 16:24:27,22.95,53.13
2025-09-30 16:24:29,22.95,53.13
2025-09-30 16:24:31,22.95,53.13
2025-09-30 16:24:33,22.95,53.13
2025-09-30 16:24:35,22.95,53.13
2025-09-30 16:24:37,22.95,53.13
2025-09-30 16:24:39,22.95,53.13
2025-09-30 16:24:41,22.95,53.13
2025-09-30 16:24:43,22.95,53.13
2025-09-30 16:24:45,22.95,53.13
2025-09-30 16:24:47,22.95,53.13
2025-09-30 16:24:49,22.95,53.13
2025-09-30 16:24:51,22.95,53.13
2025-09-30 16:24:53,22.95,53.13
2025-09-30 16:24:55,22.95,53.13
2025-09-30 16:24:57,22.95,53.13
2025-09-30 16:24:59,22.95,53.13
2025-09-30 16:25:01,22.95,53.13
2025-09-30 16:25:03,22.95,53.13
2025-09-30 16:25:05,22.95,53.13
2025-09-30 16:25:07,22.95,53.13
2025-09-30 16:25:09,22.95,53.13
2025-09-30 16:25:11,22.95,53.13
2025-09-30 16:25:13,22.95,53.13
2025-09-30 16:25:15,22.95,53.13
2025-09-30 16:25:17,22.95,53.13
2025-09-30 16:25:19,22.95,53.13
2025-09-30 16:25:21,22.95,53.13
2025-09-30 16:25:23,22.95,53.13
2025-09-30 16:25:25,22.95,53.13
2025-09-30 16:25:27,22.95,53.13
2025-09-30 16:25:29,22.95,53.13
2025-09-30 16:25:31,22.95,53.13
2025-09-30 16:25:33,22.95,53.13
2025-09-30 16:25:35,22.95,53.13
2025-09-30 16:25:37,22.95,53.13
2025-09-30 16:25:39,22.95,53.13
2025-09-30 16:25:41,22.95,53.13
2025-09-30 16:25:43,22.95,53.13
2025-09-30 16:25:45,22.95,53.13
2025-09-30 16:25:47,22.95,53.13
2025-09-30 16:25:49,22.95,53.13
2025-09-30 16:25:51,22.95,53.13
2025-09-30 16:25:53,22.95,53.13
2025-09-30 16:25:55,22.95,53.13
2025-09-30 16:25:57,22.95,53.13
2025-09-30 16:25:59,22.95,53.13
2025-09-30 16:26:01,22.95,53.13
2025-09-30 16:26:03,22.95,53.13
2025-09-30 16:26:05,22.95,53.13
2025-09-30 16:26:07,22.95,53.13
2025-09-30 16:26:09,22.95,53.13
2025-09-30 16:26:11,22.95,53.13
2025-09-30 16:26:13,22.95,53.13
2025-09-30 16:26:15,22.95,53.13
2025-09-30 16:26:17,22.95,53.13
2025-09-30 16:26:19,22.95,53.13
2025-09-30 16:26:21,22.95,53.13
2025-09-30 16:26:23,22.95,53.13
2025-09-30 16:26:25,22.95,53.13
2025-09-30 16:26:27,22.95,53.13
2025-09-30 16:26:29,22.95,53.13
2025-09-30 16:26:31,22.95,53.13
2025-09-30 16:26:33,22.95,53.13
2025-09-30 16:26:35,22.95,53.13
2025-09-30 16:26:37,22.95,53.13
2025-09-30 16:26:39,22.95,53.13
2025-09-30 16:26:41,22.95,53.13
2025-09-30 16:26:43,22.95,53.13
2025-09-30 16:26:45,22.95,53.13
2025-09-30 16:26:47,22.95,53.13
2025-09-30 16:26:49,22.95,53.13
2025-09-30 16:26:51,22.95,53.13
2025-09-30 16:26:53,22.95,53.13
2025-09-30 16:26:55,22.95,53.13
2025-09-30 16:26:57,22.95,53.13
2025-09-30 16:26:59,22.95,53.13
2025-09-30 16:27:01,22.95,53.13
2025-09-30 16:27:03,22.95,53.13
2025-09-30 16:27:05,22.95,53.13
2025-09-30 16:27:07,22.95,53.13
2025-09-30 16:27:09,22.95,53.13
2025-09-30 16:27:11,22.95,53.13
2025-09-30 16:27:13,22.95,53.13
2025-09-30 16:27:15,22.95,53.13
2025-09-30 16:27:17,22.95,53.13
2025-09-30 16:27:19,22.95,53.13
2025-09-30 16:27:21,22.95,53.13
2025-09-30 16:27:23,22.95,53.13
2025-09-30 16:27:25,22.95,53.13
2025-09-30 16:27:27,22.95,53.13
2025-09-30 16:27:29,22.95,53.13
2025-09-30 16:27:31,22.95,53.13
