feature_id,area_px,area_nm2,equiv_diameter_nm,centroid_x_nm,centroid_y_nm,peak_z_nm,depth_nm
8,30,2872.23,60.47,4061.97,1309.2,-4.9787,4.9681
9,14,1340.37,41.31,3971.9,1305.56,-4.4233,4.4127
10,7,670.19,29.21,3992.17,1369.86,-4.1206,4.1099
12,7,670.19,29.21,320.1,1878.67,-4.2298,4.2192
13,5,478.71,24.69,377.69,1902.15,-4.3574,4.3468
15,49,4691.31,77.29,3107.35,2103.72,-4.9728,4.9622
23,5,478.71,24.69,4142.86,2395.3,-3.9808,3.9702
24,6,574.45,27.04,4073.71,2424.98,-4.1666,4.156
26,170,16275.98,143.96,1919.88,2822.15,-6.0874,6.0767
32,8,765.93,31.23,3406.31,3083.41,-4.0004,3.9898
35,91,8712.44,105.32,3064.99,3804.22,-5.5921,5.5815
36,34,3255.2,64.38,2964.77,3824.97,-5.1126,5.102
37,17,1627.6,45.52,1352.6,3889.72,-4.8003,4.7897
38,38,3638.16,68.06,1406.43,3948.14,-4.5447,4.5341
41,14,1340.37,41.31,3486.86,4201.15,-4.0387,4.0281
46,5,478.71,24.69,671.23,4416.83,-3.7763,3.7657
